,,,heartbeat_id,heartbeat_id,heartbeat_start_sample,heartbeat_start_sample,heartbeat_end_sample,heartbeat_end_sample,q_wave_onset_sample,q_wave_onset_sample,b_point_sample,b_point_sample,rr_interval_ms,rr_interval_ms,pep_sample,pep_sample,pep_ms,pep_ms,nan_reason,nan_reason,error_per_sample_ms,absolute_error_per_sample_ms,absolute_relative_error_per_sample_percent
GDN0005,Pause,15,15,15,6954,6954,7416,7416,7101,7100,7172,7145,912.0,912.0,71,45,142.0,90.0,,,-52.0,52.0,57.77777777777777
GDN0005,Pause,16,16,16,7416,7416,7852,7852,7557,7556,7630,7609,850.0,850.0,73,53,146.0,106.0,,,-40.0,40.0,37.735849056603776
GDN0005,Pause,17,17,17,7852,7852,8262,8262,7982,7981,8056,8040,804.0,804.0,74,59,148.0,118.0,,,-30.0,30.0,25.423728813559322
GDN0005,Pause,18,18,18,8262,8262,8657,8657,8384,8383,8456,8447,782.0,782.0,72,64,144.0,128.0,,,-16.0,16.0,12.5
GDN0005,Pause,19,19,19,8657,8657,9047,9047,8775,8774,8846,8828,778.0,778.0,71,54,142.0,108.0,,,-34.0,34.0,31.48148148148148
GDN0005,Pause,20,20,20,9047,9047,9445,9445,9164,9163,9235,9201,806.0,806.0,71,38,142.0,76.0,,,-66.0,66.0,86.8421052631579
GDN0005,Pause,21,21,21,9445,9445,9854,9854,9567,9566,9637,9643,824.0,824.0,70,77,140.0,154.0,,,14.0,14.0,9.090909090909092
GDN0005,Pause,22,22,22,9854,9854,10259,10259,9979,9979,10051,10057,804.0,804.0,72,78,144.0,156.0,,,12.0,12.0,7.6923076923076925
GDN0005,Pause,23,23,23,10259,10259,10683,10683,10381,10380,10456,10459,872.0,872.0,75,79,150.0,158.0,,,8.0,8.0,5.063291139240507
GDN0005,Pause,24,24,24,10683,10683,11132,11132,10817,10816,10890,10880,912.0,912.0,73,64,146.0,128.0,,,-18.0,18.0,14.0625
GDN0005,Pause,25,25,25,11132,11132,11590,11590,11273,11272,11345,11339,916.0,916.0,72,67,144.0,134.0,,,-10.0,10.0,7.462686567164178
GDN0005,Pause,26,26,26,11590,11590,12042,12042,11731,11730,11802,11797,900.0,900.0,71,67,142.0,134.0,,,-8.0,8.0,5.970149253731343
GDN0005,Pause,27,27,27,12042,12042,12515,12515,12181,12180,12252,12249,968.0,968.0,71,69,142.0,138.0,,,-4.0,4.0,2.898550724637681
GDN0005,Pause,28,28,28,12515,12515,13015,13015,12666,12665,12737,12737,1018.0,1018.0,71,72,142.0,144.0,,,2.0,2.0,1.3888888888888888
GDN0005,Pause,29,29,29,13015,13015,13517,13517,13174,13173,13246,13241,996.0,996.0,72,68,144.0,136.0,,,-8.0,8.0,5.88235294117647
GDN0005,Pause,30,30,30,13517,13517,14013,14013,13672,13671,13745,13728,990.0,990.0,73,57,146.0,114.0,,,-32.0,32.0,28.07017543859649
GDN0005,Pause,31,31,31,14013,14013,14501,14501,14167,14166,14239,14235,968.0,968.0,72,69,144.0,138.0,,,-6.0,6.0,4.3478260869565215
GDN0005,Pause,32,32,32,14501,14501,14981,14981,14651,14651,14725,14725,958.0,958.0,74,74,148.0,148.0,,,0.0,0.0,0.0
GDN0005,Pause,33,33,33,14981,14981,15460,15460,15130,15129,15201,15187,956.0,956.0,71,58,142.0,116.0,,,-26.0,26.0,22.413793103448278
GDN0005,Pause,34,34,34,15460,15460,15925,15925,15608,15607,15682,15666,916.0,916.0,74,59,148.0,118.0,,,-30.0,30.0,25.423728813559322
GDN0005,Pause,35,35,35,15925,15925,16379,16379,16067,16066,16139,16121,906.0,906.0,72,55,144.0,110.0,,,-34.0,34.0,30.909090909090907
GDN0005,Pause,36,36,36,16379,16379,16836,16836,16519,16518,16590,16577,916.0,916.0,71,59,142.0,118.0,,,-24.0,24.0,20.33898305084746
GDN0005,Pause,37,37,37,16836,16836,17310,17310,16978,16977,17049,17051,966.0,966.0,71,74,142.0,148.0,,,6.0,6.0,4.054054054054054
GDN0005,Pause,38,38,38,17310,17310,17802,17802,17460,17459,17533,17534,994.0,994.0,73,75,146.0,150.0,,,4.0,4.0,2.666666666666667
GDN0005,Pause,39,39,39,17802,17802,18294,18294,17957,17956,18030,18011,980.0,980.0,73,55,146.0,110.0,,,-36.0,36.0,32.72727272727273
GDN0005,Pause,40,40,40,18294,18294,18788,18788,18447,18446,18520,18522,992.0,992.0,73,76,146.0,152.0,,,6.0,6.0,3.9473684210526314
GDN0005,Pause,41,41,41,18788,18788,19282,19282,18943,18942,19015,19007,986.0,986.0,72,65,144.0,130.0,,,-14.0,14.0,10.76923076923077
GDN0005,Pause,42,42,42,19282,19282,19774,19774,19436,19435,19510,19511,980.0,980.0,74,76,148.0,152.0,,,4.0,4.0,2.631578947368421
GDN0005,Pause,44,44,44,20256,20256,20722,20722,20393,20403,20476,20471,920.0,920.0,83,68,166.0,136.0,,,-30.0,30.0,22.058823529411764
GDN0005,Pause,45,45,45,20722,20722,21174,21174,20864,20863,20941,20929,894.0,894.0,77,66,154.0,132.0,,,-22.0,22.0,16.666666666666664
GDN0005,Pause,46,46,46,21174,21174,21621,21621,21311,21310,21382,21379,896.0,896.0,71,69,142.0,138.0,,,-4.0,4.0,2.898550724637681
GDN0005,Pause,47,47,47,21621,21621,22096,22096,21759,21759,21830,21830,980.0,980.0,71,71,142.0,142.0,,,0.0,0.0,0.0
GDN0005,Pause,48,48,48,22096,22096,22600,22600,22250,22249,22321,22323,1022.0,1022.0,71,74,142.0,148.0,,,6.0,6.0,4.054054054054054
GDN0005,Pause,49,49,49,22600,22600,23107,23107,22760,22759,22832,22816,1010.0,1010.0,72,57,144.0,114.0,,,-30.0,30.0,26.31578947368421
GDN0005,Pause,50,50,50,23107,23107,23606,23606,23265,23264,23340,23308,990.0,990.0,75,44,150.0,88.0,,,-62.0,62.0,70.45454545454545
GDN0005,Pause,51,51,51,23606,23606,24100,24100,23761,23760,23833,23828,988.0,988.0,72,68,144.0,136.0,,,-8.0,8.0,5.88235294117647
GDN0005,Pause,52,52,52,24100,24100,24577,24577,24254,24253,24326,24311,936.0,936.0,72,58,144.0,116.0,,,-28.0,28.0,24.137931034482758
GDN0005,Pause,53,53,53,24577,24577,25024,25024,24722,24721,24793,24793,872.0,872.0,71,72,142.0,144.0,,,2.0,2.0,1.3888888888888888
GDN0005,Pause,54,54,54,25024,25024,25455,25455,25159,25158,25230,25225,854.0,854.0,71,67,142.0,134.0,,,-8.0,8.0,5.970149253731343
GDN0005,Pause,55,55,55,25455,25455,25880,25880,25585,25584,25656,25653,848.0,848.0,71,69,142.0,138.0,,,-4.0,4.0,2.898550724637681
GDN0005,Pause,56,56,56,25880,25880,26338,26338,26009,26008,26080,26077,954.0,954.0,71,69,142.0,138.0,,,-4.0,4.0,2.898550724637681
GDN0005,Pause,57,57,57,26338,26338,26827,26827,26486,26485,26558,26550,992.0,992.0,72,65,144.0,130.0,,,-14.0,14.0,10.76923076923077
GDN0005,Pause,58,58,58,26827,26827,27289,27289,26982,26981,27053,27053,886.0,886.0,71,72,142.0,144.0,,,2.0,2.0,1.3888888888888888
GDN0005,Pause,59,59,59,27289,27289,27731,27731,27425,27424,27499,27488,884.0,884.0,74,64,148.0,128.0,,,-20.0,20.0,15.625
GDN0005,Pause,60,60,60,27731,27731,28188,28188,27856,27866,27942,27946,930.0,930.0,86,80,172.0,160.0,,,-12.0,12.0,7.5
GDN0005,Pause,61,61,61,28188,28188,28672,28672,28332,28331,28405,28395,988.0,988.0,73,64,146.0,128.0,,,-18.0,18.0,14.0625
GDN0005,Pause,62,62,62,28672,28672,29172,29172,28826,28825,28900,28905,1006.0,1006.0,74,80,148.0,160.0,,,12.0,12.0,7.5
GDN0005,Pause,63,63,63,29172,29172,29656,29656,,29329,29402,29389,948.0,948.0,,60,,120.0,no_q_peak,,,,
GDN0005,Valsalva,0,0,0,403,403,859,859,544,543,616,619,912.0,912.0,72,76,144.0,152.0,,,8.0,8.0,5.263157894736842
GDN0005,Valsalva,1,1,1,859,859,1310,1310,1000,999,1072,1075,896.0,896.0,72,76,144.0,152.0,,,8.0,8.0,5.263157894736842
GDN0005,Valsalva,2,2,2,1310,1310,1770,1770,1448,1448,1518,1518,932.0,932.0,70,70,140.0,140.0,,,0.0,0.0,0.0
GDN0005,Valsalva,3,3,3,1770,1770,2256,2256,1914,1913,1985,1981,994.0,994.0,71,68,142.0,136.0,,,-6.0,6.0,4.411764705882353
GDN0005,Valsalva,4,4,4,2256,2256,2754,2754,2411,2410,2483,2491,998.0,998.0,72,81,144.0,162.0,,,18.0,18.0,11.11111111111111
GDN0005,Valsalva,5,5,5,2754,2754,3244,3244,2910,2909,2981,2987,970.0,970.0,71,78,142.0,156.0,,,14.0,14.0,8.974358974358974
GDN0005,Valsalva,6,6,6,3244,3244,3722,3722,3395,3394,3466,3465,948.0,948.0,71,71,142.0,142.0,,,0.0,0.0,0.0
GDN0005,Valsalva,7,7,7,3722,3722,4174,4174,3869,3868,3940,3942,880.0,880.0,71,74,142.0,148.0,,,6.0,6.0,4.054054054054054
GDN0005,Valsalva,8,8,8,4174,4174,4606,4606,4310,4309,4379,4377,854.0,854.0,69,68,138.0,136.0,,,-2.0,2.0,1.4705882352941175
GDN0005,Valsalva,9,9,9,4606,4606,5036,5036,4737,4736,4807,4810,864.0,864.0,70,74,140.0,148.0,,,8.0,8.0,5.405405405405405
GDN0005,Valsalva,10,10,10,5036,5036,5495,5495,5169,5168,5240,5247,948.0,948.0,71,79,142.0,158.0,,,16.0,16.0,10.126582278481013
GDN0005,Valsalva,11,11,11,5495,5495,5980,5980,5642,5641,5714,5721,980.0,980.0,72,80,144.0,160.0,,,16.0,16.0,10.0
GDN0005,Valsalva,12,12,12,5980,5980,6479,6479,6132,6131,6204,6215,1008.0,1008.0,72,84,144.0,168.0,,,24.0,24.0,14.285714285714285
GDN0005,Valsalva,13,13,13,6479,6479,6977,6977,6636,6635,6707,6709,992.0,992.0,71,74,142.0,148.0,,,6.0,6.0,4.054054054054054
GDN0005,Valsalva,14,14,14,6977,6977,7456,7456,7132,7132,7203,7200,938.0,938.0,71,68,142.0,136.0,,,-6.0,6.0,4.411764705882353
GDN0005,Valsalva,15,15,15,7456,7456,7921,7921,7601,7600,7672,7671,926.0,926.0,71,71,142.0,142.0,,,0.0,0.0,0.0
GDN0005,Valsalva,16,16,16,7921,7921,8402,8402,8064,8063,8134,8140,980.0,980.0,70,77,140.0,154.0,,,14.0,14.0,9.090909090909092
GDN0005,Valsalva,17,17,17,8402,8402,8893,8893,8554,8553,8625,8629,984.0,984.0,71,76,142.0,152.0,,,10.0,10.0,6.578947368421052
GDN0005,Valsalva,18,18,18,8893,8893,9378,9378,9046,9046,9116,9121,962.0,962.0,70,75,140.0,150.0,,,10.0,10.0,6.666666666666667
GDN0005,Valsalva,19,19,19,9378,9378,9838,9838,9527,9526,9599,9606,900.0,900.0,72,80,144.0,160.0,,,16.0,16.0,10.0
GDN0005,Valsalva,20,20,20,9838,9838,10275,10275,9977,9976,10050,10038,858.0,858.0,73,62,146.0,124.0,,,-22.0,22.0,17.741935483870968
GDN0005,Valsalva,21,21,21,10275,10275,10707,10707,10407,10406,10478,10472,868.0,868.0,71,66,142.0,132.0,,,-10.0,10.0,7.575757575757576
GDN0005,Valsalva,22,22,22,10707,10707,11163,11163,10840,10839,10911,10897,936.0,936.0,71,58,142.0,116.0,,,-26.0,26.0,22.413793103448278
GDN0005,Valsalva,23,23,23,11163,11163,11648,11648,11308,11308,11377,11376,988.0,988.0,69,68,138.0,136.0,,,-2.0,2.0,1.4705882352941175
GDN0005,Valsalva,24,24,24,11648,11648,12153,12153,11802,11801,11873,11879,1022.0,1022.0,71,78,142.0,156.0,,,14.0,14.0,8.974358974358974
GDN0005,Valsalva,25,25,25,12153,12153,12658,12658,12313,12312,12385,12386,1002.0,1002.0,72,74,144.0,148.0,,,4.0,4.0,2.7027027027027026
GDN0005,Valsalva,26,26,26,12658,12658,13146,13146,12814,12813,12891,12881,964.0,964.0,77,68,154.0,136.0,,,-18.0,18.0,13.23529411764706
GDN0005,Valsalva,27,27,27,13146,13146,13609,13609,13296,13295,13365,13353,906.0,906.0,69,58,138.0,116.0,,,-22.0,22.0,18.96551724137931
GDN0005,Valsalva,28,28,28,13609,13609,14066,14066,13750,13749,13818,13810,918.0,918.0,68,61,136.0,122.0,,,-14.0,14.0,11.475409836065573
GDN0005,Valsalva,29,29,29,14066,14066,14518,14518,14208,14207,14278,14276,894.0,894.0,70,69,140.0,138.0,,,-2.0,2.0,1.4492753623188406
GDN0005,Valsalva,30,30,30,14518,14518,14942,14942,14655,14654,14728,14735,824.0,824.0,73,81,146.0,162.0,,,16.0,16.0,9.876543209876543
GDN0005,Valsalva,31,31,31,14942,14942,15354,15354,15067,15066,15140,15149,826.0,826.0,73,83,146.0,166.0,,,20.0,20.0,12.048192771084338
GDN0005,Valsalva,32,32,32,15354,15354,15776,15776,15480,15479,15558,15566,852.0,852.0,78,87,156.0,174.0,,,18.0,18.0,10.344827586206897
GDN0005,Valsalva,33,33,33,15776,15776,16204,16204,15906,15905,15980,15975,858.0,858.0,74,70,148.0,140.0,,,-8.0,8.0,5.714285714285714
GDN0005,Valsalva,34,34,34,16204,16204,16648,16648,16335,16334,16407,16394,906.0,906.0,72,60,144.0,120.0,,,-24.0,24.0,20.0
GDN0005,Valsalva,35,35,35,16648,16648,17135,17135,16788,16787,16858,16856,1008.0,1008.0,70,69,140.0,138.0,,,-2.0,2.0,1.4492753623188406
GDN0005,Valsalva,36,36,36,17135,17135,17633,17633,17292,17291,17363,17368,990.0,990.0,71,77,142.0,154.0,,,12.0,12.0,7.792207792207792
GDN0005,Valsalva,37,37,37,17633,17633,18112,18112,17788,17787,17859,17867,942.0,942.0,71,80,142.0,160.0,,,18.0,18.0,11.25
GDN0005,Valsalva,38,38,38,18112,18112,18570,18570,18259,18257,18332,18323,900.0,900.0,73,66,146.0,132.0,,,-14.0,14.0,10.606060606060606
GDN0005,Valsalva,39,39,39,18570,18570,19022,19022,18708,18707,18777,18781,908.0,908.0,69,74,138.0,148.0,,,10.0,10.0,6.756756756756757
GDN0005,Valsalva,40,40,40,19022,19022,19483,19483,19162,19161,19233,19224,930.0,930.0,71,63,142.0,126.0,,,-16.0,16.0,12.698412698412698
GDN0005,Valsalva,41,41,41,19483,19483,19945,19945,19627,19626,19698,19697,920.0,920.0,71,71,142.0,142.0,,,0.0,0.0,0.0
GDN0005,Valsalva,42,42,42,19945,19945,20408,20408,20087,20086,20161,20171,930.0,930.0,74,85,148.0,170.0,,,22.0,22.0,12.941176470588237
GDN0005,Valsalva,43,43,43,20408,20408,20856,20856,20552,20551,20626,20629,876.0,876.0,74,78,148.0,156.0,,,8.0,8.0,5.128205128205128
GDN0005,Valsalva,44,44,44,20856,20856,21292,21292,20991,20990,21064,21053,872.0,872.0,73,63,146.0,126.0,,,-20.0,20.0,15.873015873015872
GDN0005,Valsalva,45,45,45,21292,21292,21754,21754,21427,21426,21498,21492,952.0,952.0,71,66,142.0,132.0,,,-10.0,10.0,7.575757575757576
GDN0005,Valsalva,46,46,46,21754,21754,22254,22254,21902,21901,21974,21970,1024.0,1024.0,72,69,144.0,138.0,,,-6.0,6.0,4.3478260869565215
GDN0005,Valsalva,47,47,47,22254,22254,22768,22768,22414,22413,22484,22482,1030.0,1030.0,70,69,140.0,138.0,,,-2.0,2.0,1.4492753623188406
GDN0005,Valsalva,48,48,48,22768,22768,23272,23272,22928,22927,23000,22995,996.0,996.0,72,68,144.0,136.0,,,-8.0,8.0,5.88235294117647
GDN0005,Valsalva,49,49,49,23272,23272,23750,23750,23427,23426,23499,23486,936.0,936.0,72,60,144.0,120.0,,,-24.0,24.0,20.0
GDN0005,Valsalva,50,50,50,23750,23750,24232,24232,23895,23894,23966,23965,980.0,980.0,71,71,142.0,142.0,,,0.0,0.0,0.0
GDN0005,Valsalva,51,51,51,24232,24232,24736,24736,24385,24384,24454,24455,1022.0,1022.0,69,71,138.0,142.0,,,4.0,4.0,2.8169014084507045
GDN0005,Valsalva,52,52,52,24736,24736,25250,25250,24896,24895,24967,24970,1032.0,1032.0,71,75,142.0,150.0,,,8.0,8.0,5.333333333333334
GDN0005,Valsalva,53,53,53,25250,25250,25751,25751,25412,25411,25479,25471,986.0,986.0,67,60,134.0,120.0,,,-14.0,14.0,11.666666666666666
GDN0005,Valsalva,54,54,54,25751,25751,26226,26226,25906,25905,25977,25971,928.0,928.0,71,66,142.0,132.0,,,-10.0,10.0,7.575757575757576
GDN0005,Valsalva,55,55,55,26226,26226,26702,26702,26369,26368,26439,26441,966.0,966.0,70,73,140.0,146.0,,,6.0,6.0,4.10958904109589
GDN0005,Valsalva,56,56,56,26702,26702,27202,27202,26852,26851,26923,26916,1018.0,1018.0,71,65,142.0,130.0,,,-12.0,12.0,9.230769230769232
GDN0005,Valsalva,57,57,57,27202,27202,27708,27708,27361,27360,27432,27441,1008.0,1008.0,71,81,142.0,162.0,,,20.0,20.0,12.345679012345679
GDN0005,Valsalva,58,58,58,27708,27708,28179,28179,27864,27864,27936,27932,908.0,908.0,72,68,144.0,136.0,,,-8.0,8.0,5.88235294117647
GDN0005,Valsalva,59,59,59,28179,28179,28623,28623,28319,28318,28392,28397,876.0,876.0,73,79,146.0,158.0,,,12.0,12.0,7.59493670886076
GDN0005,Valsalva,60,60,60,28623,28623,29064,29064,28757,28756,28829,28833,886.0,886.0,72,77,144.0,154.0,,,10.0,10.0,6.493506493506493
GDN0005,Valsalva,61,61,61,29064,29064,29500,29500,29200,29199,29272,29282,866.0,866.0,72,83,144.0,166.0,,,22.0,22.0,13.253012048192772
GDN0005,Valsalva,62,62,62,29500,29500,29933,29933,,29633,29705,29692,,,,59,,118.0,no_q_peak,,,,
GDN0005,HoldingBreath,0,0,0,346,346,771,771,477,476,552,540,850.0,850.0,75,64,150.0,128.0,,,-22.0,22.0,17.1875
GDN0005,HoldingBreath,1,1,1,771,771,1173,1173,902,901,973,973,778.0,778.0,71,72,142.0,144.0,,,2.0,2.0,1.3888888888888888
GDN0005,HoldingBreath,3,3,3,1553,1553,1926,1926,1665,1664,1736,1741,746.0,746.0,71,77,142.0,154.0,,,12.0,12.0,7.792207792207792
GDN0005,HoldingBreath,4,4,4,1926,1926,2306,2306,2037,2036,2113,2121,766.0,766.0,76,85,152.0,170.0,,,18.0,18.0,10.588235294117647
GDN0005,HoldingBreath,5,5,5,2306,2306,2697,2697,2421,2420,2496,2499,790.0,790.0,75,79,150.0,158.0,,,8.0,8.0,5.063291139240507
GDN0005,HoldingBreath,6,6,6,2697,2697,3085,3085,2816,2815,2889,2892,768.0,768.0,73,77,146.0,154.0,,,8.0,8.0,5.194805194805195
GDN0005,HoldingBreath,7,7,7,3085,3085,3487,3487,3199,3198,3274,3279,826.0,826.0,75,81,150.0,162.0,,,12.0,12.0,7.4074074074074066
GDN0005,HoldingBreath,9,9,9,3909,3909,4332,4332,4039,4038,4112,4117,844.0,844.0,73,79,146.0,158.0,,,12.0,12.0,7.59493670886076
GDN0005,HoldingBreath,10,10,10,4332,4332,4741,4741,4461,4460,4533,4521,802.0,802.0,72,61,144.0,122.0,,,-22.0,22.0,18.0327868852459
GDN0005,HoldingBreath,11,11,11,4741,4741,5131,5131,4862,4862,4932,4920,770.0,770.0,70,58,140.0,116.0,,,-24.0,24.0,20.689655172413794
GDN0005,HoldingBreath,12,12,12,5131,5131,5516,5516,5248,5247,5318,5307,770.0,770.0,70,60,140.0,120.0,,,-20.0,20.0,16.666666666666664
GDN0005,HoldingBreath,13,13,13,5516,5516,5913,5913,5633,5632,5705,5703,806.0,806.0,72,71,144.0,142.0,,,-2.0,2.0,1.4084507042253522
GDN0005,HoldingBreath,15,15,15,6342,6342,6814,6814,6479,6478,6545,6538,974.0,974.0,66,60,132.0,120.0,,,-12.0,12.0,10.0
GDN0005,HoldingBreath,16,16,16,6814,6814,7308,7308,6965,6964,7035,7035,996.0,996.0,70,71,140.0,142.0,,,2.0,2.0,1.4084507042253522
GDN0005,HoldingBreath,17,17,17,7308,7308,7799,7799,7463,7462,7532,7528,974.0,974.0,69,66,138.0,132.0,,,-6.0,6.0,4.545454545454546
GDN0005,HoldingBreath,18,18,18,7799,7799,8261,8261,7950,7949,8019,8004,898.0,898.0,69,55,138.0,110.0,,,-28.0,28.0,25.454545454545453
GDN0005,HoldingBreath,19,19,19,8261,8261,8692,8692,8399,8398,8468,8472,844.0,844.0,69,74,138.0,148.0,,,10.0,10.0,6.756756756756757
GDN0005,HoldingBreath,20,20,20,8692,8692,9119,9119,8821,8820,8891,8894,858.0,858.0,70,74,140.0,148.0,,,8.0,8.0,5.405405405405405
GDN0005,HoldingBreath,21,21,21,9119,9119,9542,9542,9250,9249,9319,9305,840.0,840.0,69,56,138.0,112.0,,,-26.0,26.0,23.214285714285715
GDN0005,HoldingBreath,22,22,22,9542,9542,9955,9955,9670,9669,9739,9739,818.0,818.0,69,70,138.0,140.0,,,2.0,2.0,1.4285714285714286
GDN0005,HoldingBreath,23,23,23,9955,9955,10372,10372,10080,10079,10149,10143,844.0,844.0,69,64,138.0,128.0,,,-10.0,10.0,7.8125
GDN0005,HoldingBreath,24,24,24,10372,10372,10800,10800,10500,10499,10571,10577,862.0,862.0,71,78,142.0,156.0,,,14.0,14.0,8.974358974358974
GDN0005,HoldingBreath,25,25,25,10800,10800,11243,11243,10932,10931,11003,11009,898.0,898.0,71,78,142.0,156.0,,,14.0,14.0,8.974358974358974
GDN0005,HoldingBreath,26,26,26,11243,11243,11695,11695,11381,11380,11451,11439,908.0,908.0,70,59,140.0,118.0,,,-22.0,22.0,18.64406779661017
GDN0005,HoldingBreath,27,27,27,11695,11695,12141,12141,11835,11834,11904,11901,882.0,882.0,69,67,138.0,134.0,,,-4.0,4.0,2.9850746268656714
GDN0005,HoldingBreath,28,28,28,12141,12141,12567,12567,12277,12276,12345,12336,838.0,838.0,68,60,136.0,120.0,,,-16.0,16.0,13.333333333333334
GDN0005,HoldingBreath,29,29,29,12567,12567,12980,12980,12695,12695,12764,12762,818.0,818.0,69,67,138.0,134.0,,,-4.0,4.0,2.9850746268656714
GDN0005,HoldingBreath,30,30,30,12980,12980,13397,13397,13094,13103,13173,13164,842.0,842.0,79,61,158.0,122.0,,,-36.0,36.0,29.508196721311474
GDN0005,HoldingBreath,31,31,31,13397,13397,13815,13815,13525,13524,13593,13589,834.0,834.0,68,65,136.0,130.0,,,-6.0,6.0,4.615384615384616
GDN0005,HoldingBreath,32,32,32,13815,13815,14237,14237,13942,13941,14010,13988,848.0,848.0,68,47,136.0,94.0,,,-42.0,42.0,44.680851063829785
GDN0005,HoldingBreath,33,33,33,14237,14237,14666,14666,14366,14365,14437,14427,864.0,864.0,71,62,142.0,124.0,,,-18.0,18.0,14.516129032258066
GDN0005,HoldingBreath,34,34,34,14666,14666,15079,15079,14798,14797,14867,14854,806.0,806.0,69,57,138.0,114.0,,,-24.0,24.0,21.052631578947366
GDN0005,HoldingBreath,35,35,35,15079,15079,15472,15472,15201,15200,15270,15257,776.0,776.0,69,57,138.0,114.0,,,-24.0,24.0,21.052631578947366
GDN0005,HoldingBreath,36,36,36,15472,15472,15858,15858,15590,15589,15659,15650,768.0,768.0,69,61,138.0,122.0,,,-16.0,16.0,13.114754098360656
GDN0005,HoldingBreath,37,37,37,15858,15858,16244,16244,15974,15973,16042,16038,776.0,776.0,68,65,136.0,130.0,,,-6.0,6.0,4.615384615384616
GDN0005,HoldingBreath,38,38,38,16244,16244,16642,16642,16361,16360,16431,16426,806.0,806.0,70,66,140.0,132.0,,,-8.0,8.0,6.0606060606060606
GDN0005,HoldingBreath,39,39,39,16642,16642,17063,17063,16765,16764,16834,16827,862.0,862.0,69,63,138.0,126.0,,,-12.0,12.0,9.523809523809524
GDN0005,HoldingBreath,40,40,40,17063,17063,17506,17506,17195,17194,17264,17252,900.0,900.0,69,58,138.0,116.0,,,-22.0,22.0,18.96551724137931
GDN0005,HoldingBreath,41,41,41,17506,17506,17962,17962,17646,17645,17714,17713,918.0,918.0,68,68,136.0,136.0,,,0.0,0.0,0.0
GDN0005,HoldingBreath,42,42,42,17962,17962,18422,18422,18104,18103,18173,18174,920.0,920.0,69,71,138.0,142.0,,,4.0,4.0,2.8169014084507045
GDN0005,HoldingBreath,43,43,43,18422,18422,18887,18887,18565,18564,18632,18628,934.0,934.0,67,64,134.0,128.0,,,-6.0,6.0,4.6875
GDN0005,HoldingBreath,44,44,44,18887,18887,19359,19359,19032,19031,19100,19096,950.0,950.0,68,65,136.0,130.0,,,-6.0,6.0,4.615384615384616
GDN0005,HoldingBreath,45,45,45,19359,19359,19836,19836,19507,19506,19575,19571,958.0,958.0,68,65,136.0,130.0,,,-6.0,6.0,4.615384615384616
GDN0005,HoldingBreath,46,46,46,19836,19836,20316,20316,19985,19984,20053,20057,960.0,960.0,68,73,136.0,146.0,,,10.0,10.0,6.8493150684931505
