,,,heartbeat_id,heartbeat_id,heartbeat_start_sample,heartbeat_start_sample,heartbeat_end_sample,heartbeat_end_sample,q_wave_onset_sample,q_wave_onset_sample,b_point_sample,b_point_sample,rr_interval_ms,rr_interval_ms,pep_sample,pep_sample,pep_ms,pep_ms,nan_reason,nan_reason,error_per_sample_ms,absolute_error_per_sample_ms,absolute_relative_error_per_sample_percent
GDN0005,Pause,15,15,15,6954,6954,7416,7416,7100,7100,7142,7145,912.0,912.0,42,45,84.0,90.0,,,6.0,6.0,6.666666666666667
GDN0005,Pause,16,16,16,7416,7416,7852,7852,7556,7556,7606,7609,850.0,850.0,50,53,100.0,106.0,,,6.0,6.0,5.660377358490567
GDN0005,Pause,17,17,17,7852,7852,8262,8262,7981,7981,8040,8040,804.0,804.0,59,59,118.0,118.0,,,0.0,0.0,0.0
GDN0005,Pause,18,18,18,8262,8262,8657,8657,8383,8383,8446,8447,782.0,782.0,63,64,126.0,128.0,,,2.0,2.0,1.5625
GDN0005,Pause,19,19,19,8657,8657,9047,9047,8774,8774,8803,8828,778.0,778.0,29,54,58.0,108.0,,,50.0,50.0,46.2962962962963
GDN0005,Pause,20,20,20,9047,9047,9445,9445,9163,9163,9200,9201,806.0,806.0,37,38,74.0,76.0,,,2.0,2.0,2.631578947368421
GDN0005,Pause,21,21,21,9445,9445,9854,9854,9566,9566,9645,9643,824.0,824.0,79,77,158.0,154.0,,,-4.0,4.0,2.5974025974025974
GDN0005,Pause,22,22,22,9854,9854,10259,10259,9979,9979,10062,10057,804.0,804.0,83,78,166.0,156.0,,,-10.0,10.0,6.41025641025641
GDN0005,Pause,23,23,23,10259,10259,10683,10683,10380,10380,10462,10459,872.0,872.0,82,79,164.0,158.0,,,-6.0,6.0,3.79746835443038
GDN0005,Pause,24,24,24,10683,10683,11132,11132,10816,10816,10843,10880,912.0,912.0,27,64,54.0,128.0,,,74.0,74.0,57.8125
GDN0005,Pause,25,25,25,11132,11132,11590,11590,11272,11272,11347,11339,916.0,916.0,75,67,150.0,134.0,,,-16.0,16.0,11.940298507462686
GDN0005,Pause,26,26,26,11590,11590,12042,12042,11730,11730,11791,11797,900.0,900.0,61,67,122.0,134.0,,,12.0,12.0,8.955223880597014
GDN0005,Pause,27,27,27,12042,12042,12515,12515,12180,12180,12246,12249,968.0,968.0,66,69,132.0,138.0,,,6.0,6.0,4.3478260869565215
GDN0005,Pause,28,28,28,12515,12515,13015,13015,12665,12665,12742,12737,1018.0,1018.0,77,72,154.0,144.0,,,-10.0,10.0,6.944444444444445
GDN0005,Pause,29,29,29,13015,13015,13517,13517,13173,13173,13241,13241,996.0,996.0,68,68,136.0,136.0,,,0.0,0.0,0.0
GDN0005,Pause,30,30,30,13517,13517,14013,14013,13671,13671,13726,13728,990.0,990.0,55,57,110.0,114.0,,,4.0,4.0,3.508771929824561
GDN0005,Pause,31,31,31,14013,14013,14501,14501,14166,14166,14223,14235,968.0,968.0,57,69,114.0,138.0,,,24.0,24.0,17.391304347826086
GDN0005,Pause,32,32,32,14501,14501,14981,14981,14651,14651,14731,14725,958.0,958.0,80,74,160.0,148.0,,,-12.0,12.0,8.108108108108109
GDN0005,Pause,33,33,33,14981,14981,15460,15460,15129,15129,15184,15187,956.0,956.0,55,58,110.0,116.0,,,6.0,6.0,5.172413793103448
GDN0005,Pause,34,34,34,15460,15460,15925,15925,15607,15607,15665,15666,916.0,916.0,58,59,116.0,118.0,,,2.0,2.0,1.694915254237288
GDN0005,Pause,35,35,35,15925,15925,16379,16379,16066,16066,16120,16121,906.0,906.0,54,55,108.0,110.0,,,2.0,2.0,1.8181818181818181
GDN0005,Pause,36,36,36,16379,16379,16836,16836,16518,16518,16587,16577,916.0,916.0,69,59,138.0,118.0,,,-20.0,20.0,16.94915254237288
GDN0005,Pause,37,37,37,16836,16836,17310,17310,16977,16977,17045,17051,966.0,966.0,68,74,136.0,148.0,,,12.0,12.0,8.108108108108109
GDN0005,Pause,38,38,38,17310,17310,17802,17802,17459,17459,17530,17534,994.0,994.0,71,75,142.0,150.0,,,8.0,8.0,5.333333333333334
GDN0005,Pause,39,39,39,17802,17802,18294,18294,17956,17956,18009,18011,980.0,980.0,53,55,106.0,110.0,,,4.0,4.0,3.6363636363636362
GDN0005,Pause,40,40,40,18294,18294,18788,18788,18446,18446,18487,18522,992.0,992.0,41,76,82.0,152.0,,,70.0,70.0,46.05263157894737
GDN0005,Pause,41,41,41,18788,18788,19282,19282,18942,18942,19004,19007,986.0,986.0,62,65,124.0,130.0,,,6.0,6.0,4.615384615384616
GDN0005,Pause,42,42,42,19282,19282,19774,19774,19435,19435,19480,19511,980.0,980.0,45,76,90.0,152.0,,,62.0,62.0,40.78947368421053
GDN0005,Pause,44,44,44,20256,20256,20722,20722,20403,20403,20471,20471,920.0,920.0,68,68,136.0,136.0,,,0.0,0.0,0.0
GDN0005,Pause,45,45,45,20722,20722,21174,21174,20863,20863,20935,20929,894.0,894.0,72,66,144.0,132.0,,,-12.0,12.0,9.090909090909092
GDN0005,Pause,46,46,46,21174,21174,21621,21621,21310,21310,21378,21379,896.0,896.0,68,69,136.0,138.0,,,2.0,2.0,1.4492753623188406
GDN0005,Pause,47,47,47,21621,21621,22096,22096,21759,21759,21837,21830,980.0,980.0,78,71,156.0,142.0,,,-14.0,14.0,9.859154929577464
GDN0005,Pause,48,48,48,22096,22096,22600,22600,22249,22249,22320,22323,1022.0,1022.0,71,74,142.0,148.0,,,6.0,6.0,4.054054054054054
GDN0005,Pause,49,49,49,22600,22600,23107,23107,22759,22759,22815,22816,1010.0,1010.0,56,57,112.0,114.0,,,2.0,2.0,1.7543859649122806
GDN0005,Pause,50,50,50,23107,23107,23606,23606,23264,23264,23307,23308,990.0,990.0,43,44,86.0,88.0,,,2.0,2.0,2.272727272727273
GDN0005,Pause,51,51,51,23606,23606,24100,24100,23760,23760,23820,23828,988.0,988.0,60,68,120.0,136.0,,,16.0,16.0,11.76470588235294
GDN0005,Pause,52,52,52,24100,24100,24577,24577,24253,24253,24310,24311,936.0,936.0,57,58,114.0,116.0,,,2.0,2.0,1.7241379310344827
GDN0005,Pause,53,53,53,24577,24577,25024,25024,24721,24721,24772,24793,872.0,872.0,51,72,102.0,144.0,,,42.0,42.0,29.166666666666668
GDN0005,Pause,54,54,54,25024,25024,25455,25455,25158,25158,25224,25225,854.0,854.0,66,67,132.0,134.0,,,2.0,2.0,1.4925373134328357
GDN0005,Pause,55,55,55,25455,25455,25880,25880,25584,25584,25606,25653,848.0,848.0,22,69,44.0,138.0,,,94.0,94.0,68.11594202898551
GDN0005,Pause,56,56,56,25880,25880,26338,26338,26008,26008,26076,26077,954.0,954.0,68,69,136.0,138.0,,,2.0,2.0,1.4492753623188406
GDN0005,Pause,57,57,57,26338,26338,26827,26827,26485,26485,26550,26550,992.0,992.0,65,65,130.0,130.0,,,0.0,0.0,0.0
GDN0005,Pause,58,58,58,26827,26827,27289,27289,26981,26981,27031,27053,886.0,886.0,50,72,100.0,144.0,,,44.0,44.0,30.555555555555557
GDN0005,Pause,59,59,59,27289,27289,27731,27731,27424,27424,27487,27488,884.0,884.0,63,64,126.0,128.0,,,2.0,2.0,1.5625
GDN0005,Pause,60,60,60,27731,27731,28188,28188,27866,27866,27951,27946,930.0,930.0,85,80,170.0,160.0,,,-10.0,10.0,6.25
GDN0005,Pause,61,61,61,28188,28188,28672,28672,28331,28331,28394,28395,988.0,988.0,63,64,126.0,128.0,,,2.0,2.0,1.5625
GDN0005,Pause,62,62,62,28672,28672,29172,29172,28825,28825,28855,28905,1006.0,1006.0,30,80,60.0,160.0,,,100.0,100.0,62.5
GDN0005,Pause,63,63,63,29172,29172,29656,29656,29329,29329,29386,29389,948.0,948.0,57,60,114.0,120.0,,,6.0,6.0,5.0
GDN0005,Valsalva,0,0,0,403,403,859,859,543,543,592,619,912.0,912.0,49,76,98.0,152.0,,,54.0,54.0,35.526315789473685
GDN0005,Valsalva,1,1,1,859,859,1310,1310,999,999,1057,1075,896.0,896.0,58,76,116.0,152.0,,,36.0,36.0,23.684210526315788
GDN0005,Valsalva,2,2,2,1310,1310,1770,1770,1448,1448,1522,1518,932.0,932.0,74,70,148.0,140.0,,,-8.0,8.0,5.714285714285714
GDN0005,Valsalva,3,3,3,1770,1770,2256,2256,1913,1913,1981,1981,994.0,994.0,68,68,136.0,136.0,,,0.0,0.0,0.0
GDN0005,Valsalva,4,4,4,2256,2256,2754,2754,2410,2410,2477,2491,998.0,998.0,67,81,134.0,162.0,,,28.0,28.0,17.28395061728395
GDN0005,Valsalva,5,5,5,2754,2754,3244,3244,2909,2909,2938,2987,970.0,970.0,29,78,58.0,156.0,,,98.0,98.0,62.82051282051282
GDN0005,Valsalva,6,6,6,3244,3244,3722,3722,3394,3394,3470,3465,948.0,948.0,76,71,152.0,142.0,,,-10.0,10.0,7.042253521126761
GDN0005,Valsalva,7,7,7,3722,3722,4174,4174,3868,3868,3925,3942,880.0,880.0,57,74,114.0,148.0,,,34.0,34.0,22.972972972972975
GDN0005,Valsalva,8,8,8,4174,4174,4606,4606,4309,4309,4383,4377,854.0,854.0,74,68,148.0,136.0,,,-12.0,12.0,8.823529411764707
GDN0005,Valsalva,9,9,9,4606,4606,5036,5036,4736,4736,4794,4810,864.0,864.0,58,74,116.0,148.0,,,32.0,32.0,21.62162162162162
GDN0005,Valsalva,10,10,10,5036,5036,5495,5495,5168,5168,5224,5247,948.0,948.0,56,79,112.0,158.0,,,46.0,46.0,29.11392405063291
GDN0005,Valsalva,11,11,11,5495,5495,5980,5980,5641,5641,5707,5721,980.0,980.0,66,80,132.0,160.0,,,28.0,28.0,17.5
GDN0005,Valsalva,12,12,12,5980,5980,6479,6479,6131,6131,6180,6215,1008.0,1008.0,49,84,98.0,168.0,,,70.0,70.0,41.66666666666667
GDN0005,Valsalva,13,13,13,6479,6479,6977,6977,6635,6635,6713,6709,992.0,992.0,78,74,156.0,148.0,,,-8.0,8.0,5.405405405405405
GDN0005,Valsalva,14,14,14,6977,6977,7456,7456,7132,7132,7205,7200,938.0,938.0,73,68,146.0,136.0,,,-10.0,10.0,7.352941176470589
GDN0005,Valsalva,15,15,15,7456,7456,7921,7921,7600,7600,7676,7671,926.0,926.0,76,71,152.0,142.0,,,-10.0,10.0,7.042253521126761
GDN0005,Valsalva,16,16,16,7921,7921,8402,8402,8063,8063,8118,8140,980.0,980.0,55,77,110.0,154.0,,,44.0,44.0,28.57142857142857
GDN0005,Valsalva,17,17,17,8402,8402,8893,8893,8553,8553,8634,8629,984.0,984.0,81,76,162.0,152.0,,,-10.0,10.0,6.578947368421052
GDN0005,Valsalva,18,18,18,8893,8893,9378,9378,9046,9046,9127,9121,962.0,962.0,81,75,162.0,150.0,,,-12.0,12.0,8.0
GDN0005,Valsalva,19,19,19,9378,9378,9838,9838,9526,9526,9583,9606,900.0,900.0,57,80,114.0,160.0,,,46.0,46.0,28.749999999999996
GDN0005,Valsalva,20,20,20,9838,9838,10275,10275,9976,9976,10037,10038,858.0,858.0,61,62,122.0,124.0,,,2.0,2.0,1.6129032258064515
GDN0005,Valsalva,21,21,21,10275,10275,10707,10707,10406,10406,10475,10472,868.0,868.0,69,66,138.0,132.0,,,-6.0,6.0,4.545454545454546
GDN0005,Valsalva,22,22,22,10707,10707,11163,11163,10839,10839,10876,10897,936.0,936.0,37,58,74.0,116.0,,,42.0,42.0,36.206896551724135
GDN0005,Valsalva,23,23,23,11163,11163,11648,11648,11308,11308,11354,11376,988.0,988.0,46,68,92.0,136.0,,,44.0,44.0,32.35294117647059
GDN0005,Valsalva,24,24,24,11648,11648,12153,12153,11801,11801,11884,11879,1022.0,1022.0,83,78,166.0,156.0,,,-10.0,10.0,6.41025641025641
GDN0005,Valsalva,25,25,25,12153,12153,12658,12658,12312,12312,12365,12386,1002.0,1002.0,53,74,106.0,148.0,,,42.0,42.0,28.37837837837838
GDN0005,Valsalva,26,26,26,12658,12658,13146,13146,12813,12813,12853,12881,964.0,964.0,40,68,80.0,136.0,,,56.0,56.0,41.17647058823529
GDN0005,Valsalva,27,27,27,13146,13146,13609,13609,13295,13295,13353,13353,906.0,906.0,58,58,116.0,116.0,,,0.0,0.0,0.0
GDN0005,Valsalva,28,28,28,13609,13609,14066,14066,13749,13749,13814,13810,918.0,918.0,65,61,130.0,122.0,,,-8.0,8.0,6.557377049180328
GDN0005,Valsalva,29,29,29,14066,14066,14518,14518,14207,14207,14245,14276,894.0,894.0,38,69,76.0,138.0,,,62.0,62.0,44.927536231884055
GDN0005,Valsalva,30,30,30,14518,14518,14942,14942,14654,14654,14741,14735,824.0,824.0,87,81,174.0,162.0,,,-12.0,12.0,7.4074074074074066
GDN0005,Valsalva,31,31,31,14942,14942,15354,15354,15066,15066,15150,15149,826.0,826.0,84,83,168.0,166.0,,,-2.0,2.0,1.2048192771084338
GDN0005,Valsalva,32,32,32,15354,15354,15776,15776,15479,15479,15564,15566,852.0,852.0,85,87,170.0,174.0,,,4.0,4.0,2.2988505747126435
GDN0005,Valsalva,33,33,33,15776,15776,16204,16204,15905,15905,15974,15975,858.0,858.0,69,70,138.0,140.0,,,2.0,2.0,1.4285714285714286
GDN0005,Valsalva,34,34,34,16204,16204,16648,16648,16334,16334,16374,16394,906.0,906.0,40,60,80.0,120.0,,,40.0,40.0,33.33333333333333
GDN0005,Valsalva,35,35,35,16648,16648,17135,17135,16787,16787,16858,16856,1008.0,1008.0,71,69,142.0,138.0,,,-4.0,4.0,2.898550724637681
GDN0005,Valsalva,36,36,36,17135,17135,17633,17633,17291,17291,17355,17368,990.0,990.0,64,77,128.0,154.0,,,26.0,26.0,16.883116883116884
GDN0005,Valsalva,37,37,37,17633,17633,18112,18112,17787,17787,17871,17867,942.0,942.0,84,80,168.0,160.0,,,-8.0,8.0,5.0
GDN0005,Valsalva,38,38,38,18112,18112,18570,18570,18257,18257,18328,18323,900.0,900.0,71,66,142.0,132.0,,,-10.0,10.0,7.575757575757576
GDN0005,Valsalva,39,39,39,18570,18570,19022,19022,18707,18707,18786,18781,908.0,908.0,79,74,158.0,148.0,,,-10.0,10.0,6.756756756756757
GDN0005,Valsalva,40,40,40,19022,19022,19483,19483,19161,19161,19221,19224,930.0,930.0,60,63,120.0,126.0,,,6.0,6.0,4.761904761904762
GDN0005,Valsalva,41,41,41,19483,19483,19945,19945,19626,19626,19696,19697,920.0,920.0,70,71,140.0,142.0,,,2.0,2.0,1.4084507042253522
GDN0005,Valsalva,42,42,42,19945,19945,20408,20408,20086,20086,20139,20171,930.0,930.0,53,85,106.0,170.0,,,64.0,64.0,37.64705882352941
GDN0005,Valsalva,43,43,43,20408,20408,20856,20856,20551,20551,20609,20629,876.0,876.0,58,78,116.0,156.0,,,40.0,40.0,25.64102564102564
GDN0005,Valsalva,44,44,44,20856,20856,21292,21292,20990,20990,21055,21053,872.0,872.0,65,63,130.0,126.0,,,-4.0,4.0,3.1746031746031744
GDN0005,Valsalva,45,45,45,21292,21292,21754,21754,21426,21426,21491,21492,952.0,952.0,65,66,130.0,132.0,,,2.0,2.0,1.5151515151515151
GDN0005,Valsalva,46,46,46,21754,21754,22254,22254,21901,21901,21974,21970,1024.0,1024.0,73,69,146.0,138.0,,,-8.0,8.0,5.797101449275362
GDN0005,Valsalva,47,47,47,22254,22254,22768,22768,22413,22413,22487,22482,1030.0,1030.0,74,69,148.0,138.0,,,-10.0,10.0,7.246376811594203
GDN0005,Valsalva,48,48,48,22768,22768,23272,23272,22927,22927,22994,22995,996.0,996.0,67,68,134.0,136.0,,,2.0,2.0,1.4705882352941175
GDN0005,Valsalva,49,49,49,23272,23272,23750,23750,23426,23426,23485,23486,936.0,936.0,59,60,118.0,120.0,,,2.0,2.0,1.6666666666666667
GDN0005,Valsalva,50,50,50,23750,23750,24232,24232,23894,23894,23968,23965,980.0,980.0,74,71,148.0,142.0,,,-6.0,6.0,4.225352112676056
GDN0005,Valsalva,51,51,51,24232,24232,24736,24736,24384,24384,24454,24455,1022.0,1022.0,70,71,140.0,142.0,,,2.0,2.0,1.4084507042253522
GDN0005,Valsalva,52,52,52,24736,24736,25250,25250,24895,24895,24952,24970,1032.0,1032.0,57,75,114.0,150.0,,,36.0,36.0,24.0
GDN0005,Valsalva,53,53,53,25250,25250,25751,25751,25411,25411,25447,25471,986.0,986.0,36,60,72.0,120.0,,,48.0,48.0,40.0
GDN0005,Valsalva,54,54,54,25751,25751,26226,26226,25905,25905,25975,25971,928.0,928.0,70,66,140.0,132.0,,,-8.0,8.0,6.0606060606060606
GDN0005,Valsalva,55,55,55,26226,26226,26702,26702,26368,26368,26440,26441,966.0,966.0,72,73,144.0,146.0,,,2.0,2.0,1.36986301369863
GDN0005,Valsalva,56,56,56,26702,26702,27202,27202,26851,26851,26915,26916,1018.0,1018.0,64,65,128.0,130.0,,,2.0,2.0,1.5384615384615385
GDN0005,Valsalva,57,57,57,27202,27202,27708,27708,27360,27360,27425,27441,1008.0,1008.0,65,81,130.0,162.0,,,32.0,32.0,19.753086419753085
GDN0005,Valsalva,58,58,58,27708,27708,28179,28179,27864,27864,27911,27932,908.0,908.0,47,68,94.0,136.0,,,42.0,42.0,30.88235294117647
GDN0005,Valsalva,59,59,59,28179,28179,28623,28623,28318,28318,28403,28397,876.0,876.0,85,79,170.0,158.0,,,-12.0,12.0,7.59493670886076
GDN0005,Valsalva,60,60,60,28623,28623,29064,29064,28756,28756,28835,28833,886.0,886.0,79,77,158.0,154.0,,,-4.0,4.0,2.5974025974025974
GDN0005,Valsalva,61,61,61,29064,29064,29500,29500,29199,29199,29268,29282,866.0,866.0,69,83,138.0,166.0,,,28.0,28.0,16.867469879518072
GDN0005,Valsalva,62,62,62,29500,29500,29933,29933,29633,29633,29691,29692,,,58,59,116.0,118.0,,,2.0,2.0,1.694915254237288
GDN0005,HoldingBreath,0,0,0,346,346,771,771,476,476,621,540,850.0,850.0,145,64,290.0,128.0,,,-162.0,162.0,126.5625
GDN0005,HoldingBreath,1,1,1,771,771,1173,1173,901,901,972,973,778.0,778.0,71,72,142.0,144.0,,,2.0,2.0,1.3888888888888888
GDN0005,HoldingBreath,3,3,3,1553,1553,1926,1926,1664,1664,1747,1741,746.0,746.0,83,77,166.0,154.0,,,-12.0,12.0,7.792207792207792
GDN0005,HoldingBreath,4,4,4,1926,1926,2306,2306,2036,2036,2125,2121,766.0,766.0,89,85,178.0,170.0,,,-8.0,8.0,4.705882352941177
GDN0005,HoldingBreath,5,5,5,2306,2306,2697,2697,2420,2420,2501,2499,790.0,790.0,81,79,162.0,158.0,,,-4.0,4.0,2.5316455696202533
GDN0005,HoldingBreath,6,6,6,2697,2697,3085,3085,2815,2815,2900,2892,768.0,768.0,85,77,170.0,154.0,,,-16.0,16.0,10.38961038961039
GDN0005,HoldingBreath,7,7,7,3085,3085,3487,3487,3198,3198,3284,3279,826.0,826.0,86,81,172.0,162.0,,,-10.0,10.0,6.172839506172839
GDN0005,HoldingBreath,9,9,9,3909,3909,4332,4332,4038,4038,4115,4117,844.0,844.0,77,79,154.0,158.0,,,4.0,4.0,2.5316455696202533
GDN0005,HoldingBreath,10,10,10,4332,4332,4741,4741,4460,4460,4525,4521,802.0,802.0,65,61,130.0,122.0,,,-8.0,8.0,6.557377049180328
GDN0005,HoldingBreath,11,11,11,4741,4741,5131,5131,4862,4862,4884,4920,770.0,770.0,22,58,44.0,116.0,,,72.0,72.0,62.06896551724138
GDN0005,HoldingBreath,12,12,12,5131,5131,5516,5516,5247,5247,5306,5307,770.0,770.0,59,60,118.0,120.0,,,2.0,2.0,1.6666666666666667
GDN0005,HoldingBreath,13,13,13,5516,5516,5913,5913,5632,5632,5659,5703,806.0,806.0,27,71,54.0,142.0,,,88.0,88.0,61.97183098591549
GDN0005,HoldingBreath,15,15,15,6342,6342,6814,6814,6478,6478,6537,6538,974.0,974.0,59,60,118.0,120.0,,,2.0,2.0,1.6666666666666667
GDN0005,HoldingBreath,16,16,16,6814,6814,7308,7308,6964,6964,7032,7035,996.0,996.0,68,71,136.0,142.0,,,6.0,6.0,4.225352112676056
GDN0005,HoldingBreath,17,17,17,7308,7308,7799,7799,7462,7462,7528,7528,974.0,974.0,66,66,132.0,132.0,,,0.0,0.0,0.0
GDN0005,HoldingBreath,18,18,18,7799,7799,8261,8261,7949,7949,8004,8004,898.0,898.0,55,55,110.0,110.0,,,0.0,0.0,0.0
GDN0005,HoldingBreath,19,19,19,8261,8261,8692,8692,8398,8398,8436,8472,844.0,844.0,38,74,76.0,148.0,,,72.0,72.0,48.64864864864865
GDN0005,HoldingBreath,20,20,20,8692,8692,9119,9119,8820,8820,8856,8894,858.0,858.0,36,74,72.0,148.0,,,76.0,76.0,51.35135135135135
GDN0005,HoldingBreath,21,21,21,9119,9119,9542,9542,9249,9249,9303,9305,840.0,840.0,54,56,108.0,112.0,,,4.0,4.0,3.571428571428571
GDN0005,HoldingBreath,22,22,22,9542,9542,9955,9955,9669,9669,9717,9739,818.0,818.0,48,70,96.0,140.0,,,44.0,44.0,31.428571428571427
GDN0005,HoldingBreath,23,23,23,9955,9955,10372,10372,10079,10079,10120,10143,844.0,844.0,41,64,82.0,128.0,,,46.0,46.0,35.9375
GDN0005,HoldingBreath,24,24,24,10372,10372,10800,10800,10499,10499,10557,10577,862.0,862.0,58,78,116.0,156.0,,,40.0,40.0,25.64102564102564
GDN0005,HoldingBreath,25,25,25,10800,10800,11243,11243,10931,10931,11013,11009,898.0,898.0,82,78,164.0,156.0,,,-8.0,8.0,5.128205128205128
GDN0005,HoldingBreath,26,26,26,11243,11243,11695,11695,11380,11380,11408,11439,908.0,908.0,28,59,56.0,118.0,,,62.0,62.0,52.54237288135594
GDN0005,HoldingBreath,27,27,27,11695,11695,12141,12141,11834,11834,11863,11901,882.0,882.0,29,67,58.0,134.0,,,76.0,76.0,56.71641791044776
GDN0005,HoldingBreath,28,28,28,12141,12141,12567,12567,12276,12276,12337,12336,838.0,838.0,61,60,122.0,120.0,,,-2.0,2.0,1.6666666666666667
GDN0005,HoldingBreath,29,29,29,12567,12567,12980,12980,12695,12695,12769,12762,818.0,818.0,74,67,148.0,134.0,,,-14.0,14.0,10.44776119402985
GDN0005,HoldingBreath,30,30,30,12980,12980,13397,13397,13103,13103,13163,13164,842.0,842.0,60,61,120.0,122.0,,,2.0,2.0,1.639344262295082
GDN0005,HoldingBreath,31,31,31,13397,13397,13815,13815,13524,13524,13587,13589,834.0,834.0,63,65,126.0,130.0,,,4.0,4.0,3.076923076923077
GDN0005,HoldingBreath,32,32,32,13815,13815,14237,14237,13941,13941,13982,13988,848.0,848.0,41,47,82.0,94.0,,,12.0,12.0,12.76595744680851
GDN0005,HoldingBreath,33,33,33,14237,14237,14666,14666,14365,14365,14427,14427,864.0,864.0,62,62,124.0,124.0,,,0.0,0.0,0.0
GDN0005,HoldingBreath,34,34,34,14666,14666,15079,15079,14797,14797,14852,14854,806.0,806.0,55,57,110.0,114.0,,,4.0,4.0,3.508771929824561
GDN0005,HoldingBreath,35,35,35,15079,15079,15472,15472,15200,15200,15257,15257,776.0,776.0,57,57,114.0,114.0,,,0.0,0.0,0.0
GDN0005,HoldingBreath,36,36,36,15472,15472,15858,15858,15589,15589,15606,15650,768.0,768.0,17,61,34.0,122.0,,,88.0,88.0,72.1311475409836
GDN0005,HoldingBreath,37,37,37,15858,15858,16244,16244,15973,15973,16010,16038,776.0,776.0,37,65,74.0,130.0,,,56.0,56.0,43.07692307692308
GDN0005,HoldingBreath,38,38,38,16244,16244,16642,16642,16360,16360,16384,16426,806.0,806.0,24,66,48.0,132.0,,,84.0,84.0,63.63636363636363
GDN0005,HoldingBreath,39,39,39,16642,16642,17063,17063,16764,16764,16792,16827,862.0,862.0,28,63,56.0,126.0,,,70.0,70.0,55.55555555555556
GDN0005,HoldingBreath,40,40,40,17063,17063,17506,17506,17194,17194,17252,17252,900.0,900.0,58,58,116.0,116.0,,,0.0,0.0,0.0
GDN0005,HoldingBreath,41,41,41,17506,17506,17962,17962,17645,17645,17709,17713,918.0,918.0,64,68,128.0,136.0,,,8.0,8.0,5.88235294117647
GDN0005,HoldingBreath,42,42,42,17962,17962,18422,18422,18103,18103,18180,18174,920.0,920.0,77,71,154.0,142.0,,,-12.0,12.0,8.450704225352112
GDN0005,HoldingBreath,43,43,43,18422,18422,18887,18887,18564,18564,18628,18628,934.0,934.0,64,64,128.0,128.0,,,0.0,0.0,0.0
GDN0005,HoldingBreath,44,44,44,18887,18887,19359,19359,19031,19031,19095,19096,950.0,950.0,64,65,128.0,130.0,,,2.0,2.0,1.5384615384615385
GDN0005,HoldingBreath,45,45,45,19359,19359,19836,19836,19506,19506,19571,19571,958.0,958.0,65,65,130.0,130.0,,,0.0,0.0,0.0
GDN0005,HoldingBreath,46,46,46,19836,19836,20316,20316,19984,19984,20064,20057,960.0,960.0,80,73,160.0,146.0,,,-14.0,14.0,9.58904109589041
