,,,,heartbeat_id,heartbeat_id,heartbeat_start_sample,heartbeat_start_sample,heartbeat_end_sample,heartbeat_end_sample,q_wave_onset_sample,q_wave_onset_sample,b_point_sample,b_point_sample,rr_interval_ms,pep_sample,pep_sample,pep_ms,pep_ms,nan_reason,nan_reason,error_per_sample_ms,absolute_error_per_sample_ms,absolute_relative_error_per_sample_percent
VP_001,tsst,Prep,25,25,25,14338,14339,14892,14892,14473,14507,14564,14567,555.0,91,60,91.0,60,,,-31.0,31.0,51.66666666666667
VP_001,tsst,Prep,26,26,26,14892,14892,15451,15451,15028,15049,15120,15125,562.0,92,76,92.0,76,,,-16.0,16.0,21.052631578947366
VP_001,tsst,Prep,27,27,27,15451,15451,16007,16007,15594,15596,15686,15690,553.0,92,94,92.0,94,,,2.0,2.0,2.127659574468085
VP_001,tsst,Prep,28,28,28,16007,16007,16560,16560,16165,16164,16227,16256,552.0,62,92,62.0,92,,,30.0,30.0,32.608695652173914
VP_001,tsst,Prep,29,29,29,16560,16560,17115,17115,16715,16715,16785,16790,557.0,70,75,70.0,75,,,5.0,5.0,6.666666666666667
VP_001,tsst,Prep,30,30,30,17115,17115,17682,17682,17256,17288,17341,17345,573.0,85,57,85.0,57,,,-28.0,28.0,49.122807017543856
VP_001,tsst,Prep,31,31,31,17682,17682,18266,18267,17826,17848,17905,17912,590.0,79,64,79.0,64,,,-15.0,15.0,23.4375
VP_001,tsst,Prep,32,32,32,18266,18267,18847,18847,18412,18440,18486,18508,576.0,74,68,74.0,68,,,-6.0,6.0,8.823529411764707
VP_001,tsst,Prep,33,33,33,18847,18847,19418,19418,18992,19012,19091,19097,568.0,99,85,99.0,85,,,-14.0,14.0,16.470588235294116
VP_001,tsst,Prep,34,34,34,19418,19418,19988,19988,19560,19579,19626,19658,571.0,66,79,66.0,79,,,13.0,13.0,16.455696202531644
VP_001,tsst,Prep,35,35,35,19988,19988,20566,20566,20130,20151,20219,20225,582.0,89,74,89.0,74,,,-15.0,15.0,20.27027027027027
VP_001,tsst,Prep,36,36,36,20566,20566,21156,21156,20711,20737,20783,20801,594.0,72,64,72.0,64,,,-8.0,8.0,12.5
VP_001,tsst,Prep,37,37,37,21156,21156,21757,21757,21308,21338,21373,21400,605.0,65,62,65.0,62,,,-3.0,3.0,4.838709677419355
VP_001,tsst,Prep,38,38,38,21757,21757,22345,22345,21911,21943,21979,21998,579.0,68,55,68.0,55,,,-13.0,13.0,23.636363636363637
VP_001,tsst,Prep,39,39,39,22345,22345,22915,22915,22508,22508,22550,22608,564.0,42,100,42.0,100,,,58.0,58.0,57.99999999999999
VP_001,tsst,Prep,40,40,40,22915,22915,23474,23474,23077,23077,23159,23156,557.0,82,79,82.0,79,,,-3.0,3.0,3.79746835443038
VP_001,tsst,Prep,41,41,41,23474,23474,24026,24027,23611,23632,23700,23704,550.0,89,72,89.0,72,,,-17.0,17.0,23.61111111111111
VP_001,tsst,Prep,42,42,42,24026,24027,24580,24580,24161,24183,24250,24253,555.0,89,70,89.0,70,,,-19.0,19.0,27.142857142857142
VP_001,tsst,Prep,43,43,43,24580,24580,25137,25137,24715,24737,24796,24808,559.0,81,71,81.0,71,,,-10.0,10.0,14.084507042253522
VP_001,tsst,Prep,44,44,44,25137,25137,25692,25692,25275,25309,25350,25365,552.0,75,56,75.0,56,,,-19.0,19.0,33.92857142857143
VP_001,tsst,Prep,45,45,45,25692,25692,26248,26248,25829,25850,25929,25930,559.0,100,80,100.0,80,,,-20.0,20.0,25.0
VP_001,tsst,Prep,46,46,46,26248,26248,26811,26811,26386,26406,26489,26486,565.0,103,80,103.0,80,,,-23.0,23.0,28.749999999999996
VP_001,tsst,Prep,47,47,47,26811,26811,27392,27392,26952,26973,27022,27045,589.0,70,72,70.0,72,,,2.0,2.0,2.7777777777777777
VP_001,tsst,Prep,48,48,48,27392,27392,27993,27993,27541,27562,27613,27616,607.0,72,54,72.0,54,,,-18.0,18.0,33.33333333333333
VP_001,tsst,Prep,49,49,49,27993,27993,28592,28592,28169,28168,28196,28237,595.0,27,69,27.0,69,,,42.0,42.0,60.86956521739131
VP_001,tsst,Prep,50,50,50,28592,28592,29180,29180,28764,28764,28850,28850,584.0,86,86,86.0,86,,,0.0,0.0,0.0
VP_001,tsst,Prep,51,51,51,29180,29180,29764,29766,,29348,29388,29422,,,74,,74,no_q_peak,,,,
VP_001,tsst,Pause_1,0,0,0,273,273,857,857,420,442,444,516,584.0,24,74,24.0,74,,,50.0,50.0,67.56756756756756
VP_001,tsst,Pause_1,1,1,1,857,857,1461,1461,1004,1025,1069,1097,616.0,65,72,65.0,72,,,7.0,7.0,9.722222222222223
VP_001,tsst,Pause_1,2,2,2,1461,1461,2114,2114,1620,1642,1694,1695,672.0,74,53,74.0,53,,,-21.0,21.0,39.62264150943396
VP_001,tsst,Pause_1,5,5,5,3499,3499,4172,4172,3681,3704,3746,3780,665.0,65,76,65.0,76,,,11.0,11.0,14.473684210526317
VP_001,tsst,Pause_1,6,6,6,4172,4172,4840,4840,4347,4368,4443,4444,669.0,96,76,96.0,76,,,-20.0,20.0,26.31578947368421
VP_001,tsst,Pause_1,8,8,8,5521,5521,6228,6228,5704,5727,5745,5765,717.0,41,38,41.0,38,,,-3.0,3.0,7.894736842105263
VP_001,tsst,Pause_1,9,9,9,6228,6228,6942,6942,6421,6443,6459,6517,712.0,38,74,38.0,74,,,36.0,36.0,48.64864864864865
VP_001,tsst,Pause_1,10,10,10,6942,6942,7639,7639,7134,7155,7176,7237,689.0,42,82,42.0,82,,,40.0,40.0,48.78048780487805
VP_001,tsst,Pause_1,11,11,11,7639,7639,8275,8275,7824,7855,7880,7923,607.0,56,68,56.0,68,,,12.0,12.0,17.647058823529413
VP_001,tsst,Pause_1,12,12,12,8275,8275,8865,8865,8432,8448,8491,8555,581.0,59,107,59.0,107,,,48.0,48.0,44.85981308411215
VP_001,tsst,Pause_1,13,13,13,8865,8865,9426,9426,9011,9031,9100,9103,551.0,89,72,89.0,72,,,-17.0,17.0,23.61111111111111
VP_001,tsst,Pause_1,14,14,14,9426,9426,9977,9976,,9583,9662,9664,,,81,,81,no_q_peak,,,,
VP_001,tsst,Talk,0,0,0,230,229,769,769,360,382,364,480,539.0,4,98,4.0,98,,,94.0,94.0,95.91836734693877
VP_001,tsst,Talk,1,1,1,769,769,1316,1316,902,922,956,1019,551.0,54,97,54.0,97,,,43.0,43.0,44.329896907216494
VP_001,tsst,Talk,2,2,2,1316,1316,1900,1900,1451,1473,1548,1549,602.0,97,76,97.0,76,,,-21.0,21.0,27.631578947368425
VP_001,tsst,Talk,3,3,3,1900,1900,2548,2548,2054,2074,2156,2158,673.0,102,84,102.0,84,,,-18.0,18.0,21.428571428571427
VP_001,tsst,Talk,4,4,4,2548,2548,3248,3248,2727,2746,2810,2819,714.0,83,73,83.0,73,,,-10.0,10.0,13.698630136986301
VP_001,tsst,Talk,5,5,5,3248,3248,3960,3959,3461,3461,3509,3520,710.0,48,59,48.0,59,,,11.0,11.0,18.64406779661017
VP_001,tsst,Talk,6,6,6,3960,3959,4658,4658,4151,4171,4268,4269,692.0,117,98,117.0,98,,,-19.0,19.0,19.387755102040817
VP_001,tsst,Talk,7,7,7,4658,4658,5334,5334,4843,4863,4926,4927,668.0,83,64,83.0,64,,,-19.0,19.0,29.6875
VP_001,tsst,Talk,8,8,8,5334,5334,5968,5968,5510,5530,5624,5624,616.0,114,94,114.0,94,,,-20.0,20.0,21.27659574468085
VP_001,tsst,Talk,9,9,9,5968,5968,6573,6573,6125,6146,6234,6234,599.0,109,88,109.0,88,,,-21.0,21.0,23.863636363636363
VP_001,tsst,Talk,10,10,10,6573,6573,7161,7161,6725,6746,6786,6845,582.0,61,99,61.0,99,,,38.0,38.0,38.38383838383838
VP_001,tsst,Talk,11,11,11,7161,7161,7742,7742,7307,7328,7360,7431,580.0,53,103,53.0,103,,,50.0,50.0,48.54368932038835
VP_001,tsst,Talk,12,12,12,7742,7742,8321,8321,7886,7909,7966,7969,579.0,80,60,80.0,60,,,-20.0,20.0,33.33333333333333
VP_001,tsst,Talk,13,13,13,8321,8321,8915,8915,8466,8485,8541,8553,601.0,75,68,75.0,68,,,-7.0,7.0,10.294117647058822
VP_001,tsst,Talk,14,14,14,8915,8915,9531,9531,9068,9087,9150,9153,624.0,82,66,82.0,66,,,-16.0,16.0,24.242424242424242
VP_001,tsst,Talk,15,15,15,9531,9531,10168,10168,9691,9710,9768,9781,644.0,77,71,77.0,71,,,-6.0,6.0,8.450704225352112
VP_001,tsst,Talk,16,16,16,10168,10168,10784,10784,10355,10355,10388,10464,601.0,33,109,33.0,109,,,76.0,76.0,69.72477064220183
VP_001,tsst,Talk,17,17,17,10784,10784,11377,11377,10934,10958,10967,11057,589.0,33,99,33.0,99,,,66.0,66.0,66.66666666666666
VP_001,tsst,Talk,18,18,18,11377,11377,11965,11965,11525,11547,11603,11641,587.0,78,94,78.0,94,,,16.0,16.0,17.02127659574468
VP_001,tsst,Talk,19,19,19,11965,11965,12569,12569,12112,12133,12145,12228,614.0,33,95,33.0,95,,,62.0,62.0,65.26315789473685
VP_001,tsst,Talk,20,20,20,12569,12569,13184,13184,12727,12747,12799,12857,616.0,72,110,72.0,110,,,38.0,38.0,34.54545454545455
VP_001,tsst,Talk,21,21,21,13184,13184,13789,13789,13343,13373,13378,13436,599.0,35,63,35.0,63,,,28.0,28.0,44.44444444444444
VP_001,tsst,Talk,22,22,22,13789,13789,14401,14401,13940,13963,14051,14053,618.0,111,90,111.0,90,,,-21.0,21.0,23.333333333333332
VP_001,tsst,Talk,23,23,23,14401,14401,15023,15023,14558,14580,14624,14660,625.0,66,80,66.0,80,,,14.0,14.0,17.5
VP_001,tsst,Talk,24,24,24,15023,15023,15670,15670,15182,15206,15294,15295,659.0,112,89,112.0,89,,,-23.0,23.0,25.842696629213485
VP_001,tsst,Talk,25,25,25,15670,15670,16341,16341,15841,15864,15937,15939,677.0,96,75,96.0,75,,,-21.0,21.0,28.000000000000004
VP_001,tsst,Talk,26,26,26,16341,16341,17002,17002,16521,16543,16603,16603,653.0,82,60,82.0,60,,,-22.0,22.0,36.666666666666664
VP_001,tsst,Talk,27,27,27,17002,17002,17654,17653,17174,17194,17233,17300,650.0,59,106,59.0,106,,,47.0,47.0,44.339622641509436
VP_001,tsst,Talk,28,28,28,17654,17653,18300,18300,17823,17844,17892,17896,645.0,69,52,69.0,52,,,-17.0,17.0,32.69230769230769
VP_001,tsst,Talk,29,29,29,18300,18300,18938,18938,18468,18491,18489,18567,634.0,21,76,21.0,76,,,55.0,55.0,72.36842105263158
VP_001,tsst,Talk,30,30,30,18938,18938,19551,19551,19124,19137,19170,19229,601.0,46,92,46.0,92,,,46.0,46.0,50.0
VP_001,tsst,Talk,31,31,31,19551,19551,20124,20124,19702,19723,19786,19788,558.0,84,65,84.0,65,,,-19.0,19.0,29.230769230769234
VP_001,tsst,Talk,32,32,32,20124,20124,20669,20669,20263,20282,20378,20381,538.0,115,99,115.0,99,,,-16.0,16.0,16.161616161616163
VP_001,tsst,Talk,33,33,33,20669,20669,21200,21200,20823,20823,20920,20921,527.0,97,98,97.0,98,,,1.0,1.0,1.0204081632653061
VP_001,tsst,Talk,34,34,34,21200,21200,21728,21728,21327,21358,21463,21465,529.0,136,107,136.0,107,,,-29.0,29.0,27.102803738317753
VP_001,tsst,Talk,35,35,35,21728,21728,22272,22272,21879,21885,21959,21961,552.0,80,76,80.0,76,,,-4.0,4.0,5.263157894736842
VP_001,tsst,Talk,36,36,36,22272,22272,22871,22871,22408,22437,22563,22563,624.0,155,126,155.0,126,,,-29.0,29.0,23.015873015873016
VP_001,tsst,Talk,37,37,37,22871,22871,23542,23542,23052,23052,23119,23121,697.0,67,69,67.0,69,,,2.0,2.0,2.898550724637681
VP_001,tsst,Talk,38,38,38,23542,23542,24245,24245,23729,23748,23784,23827,706.0,55,79,55.0,79,,,24.0,24.0,30.37974683544304
VP_001,tsst,Talk,39,39,39,24245,24245,24944,24944,24435,24456,24495,24563,695.0,60,107,60.0,107,,,47.0,47.0,43.925233644859816
VP_001,tsst,Talk,40,40,40,24944,24944,25643,25643,25129,25149,25248,25250,702.0,119,101,119.0,101,,,-18.0,18.0,17.82178217821782
VP_001,tsst,Talk,41,41,41,25643,25643,26341,26341,25832,25853,25923,25928,695.0,91,75,91.0,75,,,-16.0,16.0,21.333333333333336
VP_001,tsst,Talk,42,42,42,26341,26341,27040,27040,26527,26547,26572,26657,702.0,45,110,45.0,110,,,65.0,65.0,59.09090909090909
VP_001,tsst,Talk,43,43,43,27040,27040,27705,27705,27230,27249,27305,27325,644.0,75,76,75.0,76,,,1.0,1.0,1.3157894736842104
VP_001,tsst,Talk,44,44,44,27705,27705,28346,28346,27872,27894,27936,27979,640.0,64,85,64.0,85,,,21.0,21.0,24.705882352941178
VP_001,tsst,Talk,45,45,45,28346,28346,28980,28980,28512,28534,28576,28605,631.0,64,71,64.0,71,,,7.0,7.0,9.859154929577464
VP_001,tsst,Talk,46,46,46,28980,28980,29620,29620,,29166,29192,29264,645.0,,98,,98,no_q_peak,,,,
VP_001,tsst,Math,0,0,0,135,131,659,659,261,282,333,365,524.0,72,83,72.0,83,,,11.0,11.0,13.253012048192772
VP_001,tsst,Math,1,1,1,659,659,1177,1177,785,808,837,884,516.0,52,76,52.0,76,,,24.0,24.0,31.57894736842105
VP_001,tsst,Math,2,2,2,1177,1177,1691,1691,1320,1320,1341,1391,513.0,21,71,21.0,71,,,50.0,50.0,70.4225352112676
VP_001,tsst,Math,3,3,3,1691,1691,2204,2204,1816,1837,1899,1905,513.0,83,68,83.0,68,,,-15.0,15.0,22.058823529411764
VP_001,tsst,Math,4,4,4,2204,2204,2720,2720,2327,2351,2380,2416,517.0,53,65,53.0,65,,,12.0,12.0,18.461538461538463
VP_001,tsst,Math,5,5,5,2720,2720,3234,3234,2869,2871,2913,2942,513.0,44,71,44.0,71,,,27.0,27.0,38.028169014084504
VP_001,tsst,Math,6,6,6,3234,3234,3746,3746,3379,3379,3408,3451,511.0,29,72,29.0,72,,,43.0,43.0,59.72222222222222
VP_001,tsst,Math,7,7,7,3746,3746,4255,4255,3888,3888,3954,3985,507.0,66,97,66.0,97,,,31.0,31.0,31.958762886597935
VP_001,tsst,Math,8,8,8,4255,4255,4764,4764,4396,4396,4471,4470,511.0,75,74,75.0,74,,,-1.0,1.0,1.3513513513513513
VP_001,tsst,Math,9,9,9,4764,4764,5280,5280,4909,4909,4991,4990,518.0,82,81,82.0,81,,,-1.0,1.0,1.2345679012345678
VP_001,tsst,Math,10,10,10,5280,5280,5808,5808,5404,5427,5504,5505,534.0,100,78,100.0,78,,,-22.0,22.0,28.205128205128204
VP_001,tsst,Math,11,11,11,5808,5808,6352,6352,5963,5963,6036,6034,550.0,73,71,73.0,71,,,-2.0,2.0,2.8169014084507045
VP_001,tsst,Math,12,12,12,6352,6352,6917,6917,6489,6509,6575,6581,573.0,86,72,86.0,72,,,-14.0,14.0,19.444444444444446
VP_001,tsst,Math,13,13,13,6917,6917,7500,7500,7063,7084,7147,7149,587.0,84,65,84.0,65,,,-19.0,19.0,29.230769230769234
VP_001,tsst,Math,14,14,14,7500,7500,8083,8083,7648,7672,7719,7737,581.0,71,65,71.0,65,,,-6.0,6.0,9.230769230769232
VP_001,tsst,Math,15,15,15,8083,8083,8646,8646,8227,8252,8279,8319,554.0,52,67,52.0,67,,,15.0,15.0,22.388059701492537
VP_001,tsst,Math,16,16,16,8646,8646,9196,9196,8801,8802,8866,8891,548.0,65,89,65.0,89,,,24.0,24.0,26.96629213483146
VP_001,tsst,Math,17,17,17,9196,9196,9738,9738,9332,9352,9408,9427,539.0,76,75,76.0,75,,,-1.0,1.0,1.3333333333333335
VP_001,tsst,Math,18,18,18,9738,9738,10280,10280,9892,9892,9947,9959,543.0,55,67,55.0,67,,,12.0,12.0,17.91044776119403
VP_001,tsst,Math,19,19,19,10280,10280,10833,10833,10415,10435,10490,10494,558.0,75,59,75.0,59,,,-16.0,16.0,27.11864406779661
VP_001,tsst,Math,20,20,20,10833,10833,11407,11407,10993,10993,11038,11056,583.0,45,63,45.0,63,,,18.0,18.0,28.57142857142857
VP_001,tsst,Math,21,21,21,11407,11407,11987,11987,11555,11576,11630,11637,578.0,75,61,75.0,61,,,-14.0,14.0,22.950819672131146
VP_001,tsst,Math,22,22,22,11987,11987,12563,12563,12153,12153,12205,12205,575.0,52,52,52.0,52,,,0.0,0.0,0.0
VP_001,tsst,Math,23,23,23,12563,12563,13131,13131,12708,12729,12794,12795,565.0,86,66,86.0,66,,,-20.0,20.0,30.303030303030305
VP_001,tsst,Math,24,24,24,13131,13131,13687,13687,13276,13289,13354,13356,551.0,78,67,78.0,67,,,-11.0,11.0,16.417910447761194
VP_001,tsst,Math,25,25,25,13687,13687,14224,14224,13822,13843,13908,13912,530.0,86,69,86.0,69,,,-17.0,17.0,24.637681159420293
VP_001,tsst,Math,26,26,26,14224,14224,14740,14740,14353,14376,14433,14448,508.0,80,72,80.0,72,,,-8.0,8.0,11.11111111111111
VP_001,tsst,Math,27,27,27,14740,14740,15242,15242,14861,14885,14933,14952,498.0,72,67,72.0,67,,,-5.0,5.0,7.462686567164178
VP_001,tsst,Math,28,28,28,15242,15242,15740,15740,15359,15383,15396,15455,498.0,37,72,37.0,72,,,35.0,35.0,48.61111111111111
VP_001,tsst,Math,29,29,29,15740,15740,16236,16236,15880,15880,15948,15950,496.0,68,70,68.0,70,,,2.0,2.0,2.857142857142857
VP_001,tsst,Math,30,30,30,16236,16236,16734,16734,16376,16375,16400,16441,499.0,24,66,24.0,66,,,42.0,42.0,63.63636363636363
VP_001,tsst,Math,31,31,31,16734,16734,17240,17240,16853,16876,16955,16956,510.0,102,80,102.0,80,,,-22.0,22.0,27.500000000000004
VP_001,tsst,Math,32,32,32,17240,17240,17759,17759,17384,17384,17461,17462,523.0,77,78,77.0,78,,,1.0,1.0,1.282051282051282
VP_001,tsst,Math,33,33,33,17759,17759,18300,18300,17910,17910,17975,17976,550.0,65,66,65.0,66,,,1.0,1.0,1.5151515151515151
VP_001,tsst,Math,34,34,34,18300,18300,18865,18865,18433,18457,18519,18522,574.0,86,65,86.0,65,,,-21.0,21.0,32.30769230769231
VP_001,tsst,Math,35,35,35,18865,18865,19444,19444,19010,19028,19082,19093,582.0,72,65,72.0,65,,,-7.0,7.0,10.76923076923077
VP_001,tsst,Math,36,36,36,19444,19444,20009,20009,19592,19621,19666,19677,555.0,74,56,74.0,56,,,-18.0,18.0,32.142857142857146
VP_001,tsst,Math,37,37,37,20009,20009,20559,20559,20147,20168,20224,20237,547.0,77,69,77.0,69,,,-8.0,8.0,11.594202898550725
VP_001,tsst,Math,38,38,38,20559,20559,21103,21103,20694,20713,20727,20803,543.0,33,90,33.0,90,,,57.0,57.0,63.33333333333333
VP_001,tsst,Math,39,39,39,21103,21103,21648,21648,21257,21257,21309,21328,546.0,52,71,52.0,71,,,19.0,19.0,26.76056338028169
VP_001,tsst,Math,40,40,40,21648,21648,22196,22196,21782,21803,21853,21876,550.0,71,73,71.0,73,,,2.0,2.0,2.73972602739726
VP_001,tsst,Math,41,41,41,22196,22196,22756,22756,22333,22358,22408,22408,565.0,75,50,75.0,50,,,-25.0,25.0,50.0
VP_001,tsst,Math,42,42,42,22756,22756,23326,23326,22898,22920,22976,22980,572.0,78,60,78.0,60,,,-18.0,18.0,30.0
VP_001,tsst,Math,43,43,43,23326,23326,23895,23895,23471,23491,23540,23550,568.0,69,59,69.0,59,,,-10.0,10.0,16.94915254237288
VP_001,tsst,Math,44,44,44,23895,23895,24450,24450,24062,24062,24116,24126,547.0,54,64,54.0,64,,,10.0,10.0,15.625
VP_001,tsst,Math,45,45,45,24450,24450,24984,24984,24585,24605,24620,24673,528.0,35,68,35.0,68,,,33.0,33.0,48.529411764705884
VP_001,tsst,Math,46,46,46,24984,24984,25508,25508,25112,25132,25167,25202,521.0,55,70,55.0,70,,,15.0,15.0,21.428571428571427
VP_001,tsst,Math,47,47,47,25508,25508,26027,26027,25655,25653,25698,25720,518.0,43,67,43.0,67,,,24.0,24.0,35.82089552238806
VP_001,tsst,Math,48,48,48,26027,26027,26546,26546,26149,26172,26240,26241,520.0,91,69,91.0,69,,,-22.0,22.0,31.88405797101449
VP_001,tsst,Math,49,49,49,26546,26546,27069,27069,26672,26693,26761,26762,525.0,89,69,89.0,69,,,-20.0,20.0,28.985507246376812
VP_001,tsst,Math,50,50,50,27069,27069,27596,27596,27196,27220,27279,27285,527.0,83,65,83.0,65,,,-18.0,18.0,27.692307692307693
VP_001,tsst,Math,51,51,51,27596,27596,28127,28127,27745,27745,27770,27813,534.0,25,68,25.0,68,,,43.0,43.0,63.23529411764706
VP_001,tsst,Math,52,52,52,28127,28127,28655,28655,28279,28279,28315,28347,524.0,36,68,36.0,68,,,32.0,32.0,47.05882352941176
VP_001,tsst,Math,53,53,53,28655,28655,29181,29181,28804,28803,28862,28882,528.0,58,79,58.0,79,,,21.0,21.0,26.582278481012654
VP_001,tsst,Math,54,54,54,29181,29181,29710,29710,,29334,29394,29398,529.0,,64,,64,no_q_peak,,,,
VP_001,tsst,Pause_5,0,0,0,615,609,1211,1211,767,788,744,881,596.0,,93,,93,negative_pep,,,,
VP_001,tsst,Pause_5,1,1,1,1211,1211,1802,1802,1361,1386,1377,1478,588.0,16,92,16.0,92,,,76.0,76.0,82.6086956521739
VP_001,tsst,Pause_5,2,2,2,1802,1802,2409,2409,1951,1976,2010,2036,617.0,59,60,59.0,60,,,1.0,1.0,1.6666666666666667
VP_001,tsst,Pause_5,4,4,4,3046,3046,3730,3730,3215,3238,3287,3292,704.0,72,54,72.0,54,,,-18.0,18.0,33.33333333333333
VP_001,tsst,Pause_5,5,5,5,3730,3730,4449,4449,3919,3941,3964,4007,727.0,45,66,45.0,66,,,21.0,21.0,31.818181818181817
VP_001,tsst,Pause_5,6,6,6,4449,4449,5165,5165,4646,4669,4714,4730,711.0,68,61,68.0,61,,,-7.0,7.0,11.475409836065573
VP_001,tsst,Pause_5,7,7,7,5165,5165,5825,5825,5357,5380,5415,5448,632.0,58,68,58.0,68,,,10.0,10.0,14.705882352941178
VP_001,tsst,Pause_5,8,8,8,5825,5825,6435,6435,5989,6011,6055,6084,598.0,66,73,66.0,73,,,7.0,7.0,9.58904109589041
VP_001,tsst,Pause_5,9,9,9,6435,6435,7030,7030,6586,6609,6660,6686,594.0,74,77,74.0,77,,,3.0,3.0,3.896103896103896
VP_001,tsst,Pause_5,10,10,10,7030,7030,7627,7627,7180,7202,7225,7274,598.0,45,72,45.0,72,,,27.0,27.0,37.5
VP_001,tsst,Pause_5,11,11,11,7627,7627,8228,8228,7778,7800,7812,7876,603.0,34,76,34.0,76,,,42.0,42.0,55.26315789473685
VP_001,tsst,Pause_5,12,12,12,8228,8228,8850,8850,8382,8404,8456,8472,633.0,74,68,74.0,68,,,-6.0,6.0,8.823529411764707
VP_001,tsst,Pause_5,13,13,13,8850,8850,9504,9504,,9037,9064,9089,664.0,,52,,52,no_q_peak,,,,
VP_001,ftsst,Prep,0,0,0,346,344,907,907,505,504,624,581,561.0,119,77,119.0,77,,,-42.0,42.0,54.54545454545454
VP_001,ftsst,Prep,1,1,1,907,907,1465,1465,1046,1067,1159,1165,557.0,113,98,113.0,98,,,-15.0,15.0,15.306122448979592
