,,,,heartbeat_id,heartbeat_id,heartbeat_start_sample,heartbeat_start_sample,heartbeat_end_sample,heartbeat_end_sample,q_wave_onset_sample,q_wave_onset_sample,b_point_sample,b_point_sample,rr_interval_ms,pep_sample,pep_sample,pep_ms,pep_ms,nan_reason,nan_reason,error_per_sample_ms,absolute_error_per_sample_ms,absolute_relative_error_per_sample_percent
VP_001,tsst,Prep,26,26,26,14892,14892,15451,15451,15052,15049,15089,15125,562.0,37,76,37.0,76,,,39.0,39.0,51.31578947368421
VP_001,tsst,Prep,27,27,27,15451,15451,16007,16007,15614,15596,15632,15690,553.0,18,94,18.0,94,,,76.0,76.0,80.85106382978722
VP_001,tsst,Prep,28,28,28,16007,16007,16560,16560,16167,16164,16212,16256,552.0,45,92,45.0,92,,,47.0,47.0,51.08695652173913
VP_001,tsst,Prep,29,29,29,16560,16560,17115,17115,16719,16715,16762,16790,557.0,43,75,43.0,75,,,32.0,32.0,42.66666666666667
VP_001,tsst,Prep,30,30,30,17115,17115,17682,17682,17276,17288,17297,17345,573.0,21,57,21.0,57,,,36.0,36.0,63.1578947368421
VP_001,tsst,Prep,31,31,31,17682,17682,18266,18267,17849,17848,17856,17912,590.0,7,64,7.0,64,,,57.0,57.0,89.0625
VP_001,tsst,Prep,32,32,32,18266,18267,18847,18847,18439,18440,18454,18508,576.0,15,68,15.0,68,,,53.0,53.0,77.94117647058823
VP_001,tsst,Prep,33,33,33,18847,18847,19418,19418,19015,19012,19012,19097,568.0,,85,,85,negative_pep,,,,
VP_001,tsst,Prep,34,34,34,19418,19418,19988,19988,19583,19579,19627,19658,571.0,44,79,44.0,79,,,35.0,35.0,44.303797468354425
VP_001,tsst,Prep,35,35,35,19988,19988,20566,20566,20154,20151,20198,20225,582.0,44,74,44.0,74,,,30.0,30.0,40.54054054054054
VP_001,tsst,Prep,36,36,36,20566,20566,21156,21156,20736,20737,20739,20801,594.0,3,64,3.0,64,,,61.0,61.0,95.3125
VP_001,tsst,Prep,37,37,37,21156,21156,21757,21757,21330,21338,21332,21400,605.0,2,62,2.0,62,,,60.0,60.0,96.7741935483871
VP_001,tsst,Prep,38,38,38,21757,21757,22345,22345,21935,21943,21974,21998,579.0,39,55,39.0,55,,,16.0,16.0,29.09090909090909
VP_001,tsst,Prep,39,39,39,22345,22345,22915,22915,22514,22508,22560,22608,564.0,46,100,46.0,100,,,54.0,54.0,54.0
VP_001,tsst,Prep,40,40,40,22915,22915,23474,23474,23078,23077,23115,23156,557.0,37,79,37.0,79,,,42.0,42.0,53.16455696202531
VP_001,tsst,Prep,41,41,41,23474,23474,24026,24027,23635,23632,23627,23704,550.0,,72,,72,negative_pep,,,,
VP_001,tsst,Prep,42,42,42,24026,24027,24580,24580,24185,24183,24196,24253,555.0,11,70,11.0,70,,,59.0,59.0,84.28571428571429
VP_001,tsst,Prep,43,43,43,24580,24580,25137,25137,24740,24737,24755,24808,559.0,15,71,15.0,71,,,56.0,56.0,78.87323943661971
VP_001,tsst,Prep,44,44,44,25137,25137,25692,25692,25299,25309,25306,25365,552.0,7,56,7.0,56,,,49.0,49.0,87.5
VP_001,tsst,Prep,45,45,45,25692,25692,26248,26248,25851,25850,25860,25930,559.0,9,80,9.0,80,,,71.0,71.0,88.75
VP_001,tsst,Prep,46,46,46,26248,26248,26811,26811,26410,26406,26456,26486,565.0,46,80,46.0,80,,,34.0,34.0,42.5
VP_001,tsst,Prep,47,47,47,26811,26811,27392,27392,26975,26973,27021,27045,589.0,46,72,46.0,72,,,26.0,26.0,36.11111111111111
VP_001,tsst,Prep,48,48,48,27392,27392,27993,27993,27564,27562,27570,27616,607.0,6,54,6.0,54,,,48.0,48.0,88.88888888888889
VP_001,tsst,Prep,49,49,49,27993,27993,28592,28592,28171,28168,28213,28237,595.0,42,69,42.0,69,,,27.0,27.0,39.130434782608695
VP_001,tsst,Prep,50,50,50,28592,28592,29180,29180,28766,28764,28799,28850,584.0,33,86,33.0,86,,,53.0,53.0,61.627906976744185
VP_001,tsst,Prep,51,51,51,29180,29180,29764,29766,29350,29348,29397,29422,,47,74,47.0,74,,,27.0,27.0,36.486486486486484
VP_001,tsst,Pause_1,0,0,0,273,273,857,857,443,442,490,516,584.0,47,74,47.0,74,,,27.0,27.0,36.486486486486484
VP_001,tsst,Pause_1,1,1,1,857,857,1461,1461,1027,1025,1075,1097,616.0,48,72,48.0,72,,,24.0,24.0,33.33333333333333
VP_001,tsst,Pause_1,2,2,2,1461,1461,2114,2114,1643,1642,1716,1695,672.0,73,53,73.0,53,,,-20.0,20.0,37.735849056603776
VP_001,tsst,Pause_1,5,5,5,3499,3499,4172,4172,3706,3704,3755,3780,665.0,49,76,49.0,76,,,27.0,27.0,35.526315789473685
VP_001,tsst,Pause_1,6,6,6,4172,4172,4840,4840,4371,4368,4420,4444,669.0,49,76,49.0,76,,,27.0,27.0,35.526315789473685
VP_001,tsst,Pause_1,8,8,8,5521,5521,6228,6228,5728,5727,5767,5765,717.0,39,38,39.0,38,,,-1.0,1.0,2.631578947368421
VP_001,tsst,Pause_1,9,9,9,6228,6228,6942,6942,6445,6443,6484,6517,712.0,39,74,39.0,74,,,35.0,35.0,47.2972972972973
VP_001,tsst,Pause_1,10,10,10,6942,6942,7639,7639,7157,7155,7200,7237,689.0,43,82,43.0,82,,,39.0,39.0,47.5609756097561
VP_001,tsst,Pause_1,11,11,11,7639,7639,8275,8275,7846,7855,7893,7923,607.0,47,68,47.0,68,,,21.0,21.0,30.88235294117647
VP_001,tsst,Pause_1,12,12,12,8275,8275,8865,8865,8453,8448,8504,8555,581.0,51,107,51.0,107,,,56.0,56.0,52.336448598130836
VP_001,tsst,Pause_1,13,13,13,8865,8865,9426,9426,9034,9031,9066,9103,551.0,32,72,32.0,72,,,40.0,40.0,55.55555555555556
VP_001,tsst,Pause_1,14,14,14,9426,9426,9977,9976,9585,9583,9610,9664,,25,81,25.0,81,,,56.0,56.0,69.1358024691358
VP_001,tsst,Talk,0,0,0,230,229,769,769,385,382,396,480,539.0,11,98,11.0,98,,,87.0,87.0,88.77551020408163
VP_001,tsst,Talk,1,1,1,769,769,1316,1316,924,922,934,1019,551.0,10,97,10.0,97,,,87.0,87.0,89.69072164948454
VP_001,tsst,Talk,2,2,2,1316,1316,1900,1900,1475,1473,1497,1549,602.0,22,76,22.0,76,,,54.0,54.0,71.05263157894737
VP_001,tsst,Talk,3,3,3,1900,1900,2548,2548,2077,2074,2109,2158,673.0,32,84,32.0,84,,,52.0,52.0,61.904761904761905
VP_001,tsst,Talk,4,4,4,2548,2548,3248,3248,2750,2746,2826,2819,714.0,76,73,76.0,73,,,-3.0,3.0,4.10958904109589
VP_001,tsst,Talk,5,5,5,3248,3248,3960,3959,3464,3461,3509,3520,710.0,45,59,45.0,59,,,14.0,14.0,23.728813559322035
VP_001,tsst,Talk,6,6,6,3960,3959,4658,4658,4174,4171,4221,4269,692.0,47,98,47.0,98,,,51.0,51.0,52.04081632653062
VP_001,tsst,Talk,7,7,7,4658,4658,5334,5334,4866,4863,4903,4927,668.0,37,64,37.0,64,,,27.0,27.0,42.1875
VP_001,tsst,Talk,8,8,8,5334,5334,5968,5968,5534,5530,5555,5624,616.0,21,94,21.0,94,,,73.0,73.0,77.6595744680851
VP_001,tsst,Talk,9,9,9,5968,5968,6573,6573,6150,6146,6173,6234,599.0,23,88,23.0,88,,,65.0,65.0,73.86363636363636
VP_001,tsst,Talk,10,10,10,6573,6573,7161,7161,6749,6746,6808,6845,582.0,59,99,59.0,99,,,40.0,40.0,40.4040404040404
VP_001,tsst,Talk,11,11,11,7161,7161,7742,7742,7331,7328,7376,7431,580.0,45,103,45.0,103,,,58.0,58.0,56.310679611650485
VP_001,tsst,Talk,12,12,12,7742,7742,8321,8321,7911,7909,7916,7969,579.0,5,60,5.0,60,,,55.0,55.0,91.66666666666666
VP_001,tsst,Talk,13,13,13,8321,8321,8915,8915,8490,8485,8573,8553,601.0,83,68,83.0,68,,,-15.0,15.0,22.058823529411764
VP_001,tsst,Talk,14,14,14,8915,8915,9531,9531,9091,9087,9134,9153,624.0,43,66,43.0,66,,,23.0,23.0,34.84848484848485
VP_001,tsst,Talk,15,15,15,9531,9531,10168,10168,9715,9710,9806,9781,644.0,91,71,91.0,71,,,-20.0,20.0,28.169014084507044
VP_001,tsst,Talk,16,16,16,10168,10168,10784,10784,10359,10355,10415,10464,601.0,56,109,56.0,109,,,53.0,53.0,48.62385321100918
VP_001,tsst,Talk,17,17,17,10784,10784,11377,11377,10960,10958,11005,11057,589.0,45,99,45.0,99,,,54.0,54.0,54.54545454545454
VP_001,tsst,Talk,18,18,18,11377,11377,11965,11965,11549,11547,11631,11641,587.0,82,94,82.0,94,,,12.0,12.0,12.76595744680851
VP_001,tsst,Talk,19,19,19,11965,11965,12569,12569,12136,12133,12196,12228,614.0,60,95,60.0,95,,,35.0,35.0,36.84210526315789
VP_001,tsst,Talk,20,20,20,12569,12569,13184,13184,12750,12747,12799,12857,616.0,49,110,49.0,110,,,61.0,61.0,55.45454545454545
VP_001,tsst,Talk,21,21,21,13184,13184,13789,13789,13366,13373,13418,13436,599.0,52,63,52.0,63,,,11.0,11.0,17.46031746031746
VP_001,tsst,Talk,22,22,22,13789,13789,14401,14401,13965,13963,14011,14053,618.0,46,90,46.0,90,,,44.0,44.0,48.888888888888886
VP_001,tsst,Talk,23,23,23,14401,14401,15023,15023,14583,14580,14625,14660,625.0,42,80,42.0,80,,,38.0,38.0,47.5
VP_001,tsst,Talk,24,24,24,15023,15023,15670,15670,15208,15206,15234,15295,659.0,26,89,26.0,89,,,63.0,63.0,70.78651685393258
VP_001,tsst,Talk,25,25,25,15670,15670,16341,16341,15867,15864,15899,15939,677.0,32,75,32.0,75,,,43.0,43.0,57.333333333333336
VP_001,tsst,Talk,26,26,26,16341,16341,17002,17002,16544,16543,16634,16603,653.0,90,60,90.0,60,,,-30.0,30.0,50.0
VP_001,tsst,Talk,27,27,27,17002,17002,17654,17653,17197,17194,17268,17300,650.0,71,106,71.0,106,,,35.0,35.0,33.0188679245283
VP_001,tsst,Talk,28,28,28,17654,17653,18300,18300,17847,17844,17867,17896,645.0,20,52,20.0,52,,,32.0,32.0,61.53846153846154
VP_001,tsst,Talk,29,29,29,18300,18300,18938,18938,18492,18491,18523,18567,634.0,31,76,31.0,76,,,45.0,45.0,59.210526315789465
VP_001,tsst,Talk,30,30,30,18938,18938,19551,19551,19126,19137,19197,19229,601.0,71,92,71.0,92,,,21.0,21.0,22.82608695652174
VP_001,tsst,Talk,31,31,31,19551,19551,20124,20124,19727,19723,19730,19788,558.0,3,65,3.0,65,,,62.0,62.0,95.38461538461539
VP_001,tsst,Talk,32,32,32,20124,20124,20669,20669,20285,20282,20315,20381,538.0,30,99,30.0,99,,,69.0,69.0,69.6969696969697
VP_001,tsst,Talk,33,33,33,20669,20669,21200,21200,20823,20823,20855,20921,527.0,32,98,32.0,98,,,66.0,66.0,67.3469387755102
VP_001,tsst,Talk,34,34,34,21200,21200,21728,21728,21350,21358,21420,21465,529.0,70,107,70.0,107,,,37.0,37.0,34.57943925233645
VP_001,tsst,Talk,35,35,35,21728,21728,22272,22272,21879,21885,21904,21961,552.0,25,76,25.0,76,,,51.0,51.0,67.10526315789474
VP_001,tsst,Talk,36,36,36,22272,22272,22871,22871,22431,22437,22503,22563,624.0,72,126,72.0,126,,,54.0,54.0,42.857142857142854
VP_001,tsst,Talk,37,37,37,22871,22871,23542,23542,23055,23052,23097,23121,697.0,42,69,42.0,69,,,27.0,27.0,39.130434782608695
VP_001,tsst,Talk,38,38,38,23542,23542,24245,24245,23752,23748,23817,23827,706.0,65,79,65.0,79,,,14.0,14.0,17.72151898734177
VP_001,tsst,Talk,39,39,39,24245,24245,24944,24944,24458,24456,24516,24563,695.0,58,107,58.0,107,,,49.0,49.0,45.794392523364486
VP_001,tsst,Talk,40,40,40,24944,24944,25643,25643,25153,25149,25211,25250,702.0,58,101,58.0,101,,,43.0,43.0,42.57425742574257
VP_001,tsst,Talk,41,41,41,25643,25643,26341,26341,25855,25853,25885,25928,695.0,30,75,30.0,75,,,45.0,45.0,60.0
VP_001,tsst,Talk,42,42,42,26341,26341,27040,27040,26550,26547,26612,26657,702.0,62,110,62.0,110,,,48.0,48.0,43.63636363636363
VP_001,tsst,Talk,43,43,43,27040,27040,27705,27705,27252,27249,27279,27325,644.0,27,76,27.0,76,,,49.0,49.0,64.47368421052632
VP_001,tsst,Talk,44,44,44,27705,27705,28346,28346,27896,27894,27937,27979,640.0,41,85,41.0,85,,,44.0,44.0,51.76470588235295
VP_001,tsst,Talk,45,45,45,28346,28346,28980,28980,28536,28534,28582,28605,631.0,46,71,46.0,71,,,25.0,25.0,35.2112676056338
VP_001,tsst,Talk,46,46,46,28980,28980,29620,29620,29167,29166,29226,29264,645.0,59,98,59.0,98,,,39.0,39.0,39.795918367346935
VP_001,tsst,Math,0,0,0,135,131,659,659,284,282,306,365,524.0,22,83,22.0,83,,,61.0,61.0,73.49397590361446
VP_001,tsst,Math,1,1,1,659,659,1177,1177,808,808,851,884,516.0,43,76,43.0,76,,,33.0,33.0,43.42105263157895
VP_001,tsst,Math,2,2,2,1177,1177,1691,1691,1324,1320,1342,1391,513.0,18,71,18.0,71,,,53.0,53.0,74.64788732394366
VP_001,tsst,Math,3,3,3,1691,1691,2204,2204,1837,1837,1869,1905,513.0,32,68,32.0,68,,,36.0,36.0,52.94117647058824
VP_001,tsst,Math,4,4,4,2204,2204,2720,2720,2350,2351,2381,2416,517.0,31,65,31.0,65,,,34.0,34.0,52.307692307692314
VP_001,tsst,Math,5,5,5,2720,2720,3234,3234,2867,2871,2891,2942,513.0,24,71,24.0,71,,,47.0,47.0,66.19718309859155
VP_001,tsst,Math,6,6,6,3234,3234,3746,3746,3380,3379,3408,3451,511.0,28,72,28.0,72,,,44.0,44.0,61.111111111111114
VP_001,tsst,Math,7,7,7,3746,3746,4255,4255,3891,3888,3937,3985,507.0,46,97,46.0,97,,,51.0,51.0,52.57731958762887
VP_001,tsst,Math,8,8,8,4255,4255,4764,4764,4398,4396,4431,4470,511.0,33,74,33.0,74,,,41.0,41.0,55.4054054054054
VP_001,tsst,Math,9,9,9,4764,4764,5280,5280,4909,4909,4941,4990,518.0,32,81,32.0,81,,,49.0,49.0,60.49382716049383
VP_001,tsst,Math,10,10,10,5280,5280,5808,5808,5427,5427,5461,5505,534.0,34,78,34.0,78,,,44.0,44.0,56.41025641025641
VP_001,tsst,Math,11,11,11,5808,5808,6352,6352,5961,5963,5991,6034,550.0,30,71,30.0,71,,,41.0,41.0,57.74647887323944
VP_001,tsst,Math,12,12,12,6352,6352,6917,6917,6511,6509,6584,6581,573.0,73,72,73.0,72,,,-1.0,1.0,1.3888888888888888
VP_001,tsst,Math,13,13,13,6917,6917,7500,7500,7084,7084,7122,7149,587.0,38,65,38.0,65,,,27.0,27.0,41.53846153846154
VP_001,tsst,Math,14,14,14,7500,7500,8083,8083,7671,7672,7710,7737,581.0,39,65,39.0,65,,,26.0,26.0,40.0
VP_001,tsst,Math,15,15,15,8083,8083,8646,8646,8252,8252,8294,8319,554.0,42,67,42.0,67,,,25.0,25.0,37.3134328358209
VP_001,tsst,Math,16,16,16,8646,8646,9196,9196,8806,8802,8847,8891,548.0,41,89,41.0,89,,,48.0,48.0,53.93258426966292
VP_001,tsst,Math,17,17,17,9196,9196,9738,9738,9354,9352,9397,9427,539.0,43,75,43.0,75,,,32.0,32.0,42.66666666666667
VP_001,tsst,Math,18,18,18,9738,9738,10280,10280,9893,9892,9932,9959,543.0,39,67,39.0,67,,,28.0,28.0,41.7910447761194
VP_001,tsst,Math,19,19,19,10280,10280,10833,10833,10436,10435,10463,10494,558.0,27,59,27.0,59,,,32.0,32.0,54.23728813559322
VP_001,tsst,Math,20,20,20,10833,10833,11407,11407,10994,10993,11028,11056,583.0,34,63,34.0,63,,,29.0,29.0,46.03174603174603
VP_001,tsst,Math,21,21,21,11407,11407,11987,11987,11577,11576,11611,11637,578.0,34,61,34.0,61,,,27.0,27.0,44.26229508196721
VP_001,tsst,Math,22,22,22,11987,11987,12563,12563,12155,12153,12180,12205,575.0,25,52,25.0,52,,,27.0,27.0,51.92307692307693
VP_001,tsst,Math,23,23,23,12563,12563,13131,13131,12730,12729,12796,12795,565.0,66,66,66.0,66,,,0.0,0.0,0.0
VP_001,tsst,Math,24,24,24,13131,13131,13687,13687,13295,13289,13311,13356,551.0,16,67,16.0,67,,,51.0,51.0,76.11940298507463
VP_001,tsst,Math,25,25,25,13687,13687,14224,14224,13846,13843,13867,13912,530.0,21,69,21.0,69,,,48.0,48.0,69.56521739130434
VP_001,tsst,Math,26,26,26,14224,14224,14740,14740,14376,14376,14396,14448,508.0,20,72,20.0,72,,,52.0,52.0,72.22222222222221
VP_001,tsst,Math,27,27,27,14740,14740,15242,15242,14884,14885,14901,14952,498.0,17,67,17.0,67,,,50.0,50.0,74.6268656716418
VP_001,tsst,Math,28,28,28,15242,15242,15740,15740,15382,15383,15396,15455,498.0,14,72,14.0,72,,,58.0,58.0,80.55555555555556
VP_001,tsst,Math,29,29,29,15740,15740,16236,16236,15880,15880,15899,15950,496.0,19,70,19.0,70,,,51.0,51.0,72.85714285714285
VP_001,tsst,Math,30,30,30,16236,16236,16734,16734,16376,16375,16401,16441,499.0,25,66,25.0,66,,,41.0,41.0,62.121212121212125
VP_001,tsst,Math,31,31,31,16734,16734,17240,17240,16875,16876,16899,16956,510.0,24,80,24.0,80,,,56.0,56.0,70.0
VP_001,tsst,Math,32,32,32,17240,17240,17759,17759,17385,17384,17413,17462,523.0,28,78,28.0,78,,,50.0,50.0,64.1025641025641
VP_001,tsst,Math,33,33,33,17759,17759,18300,18300,17908,17910,17942,17976,550.0,34,66,34.0,66,,,32.0,32.0,48.484848484848484
VP_001,tsst,Math,34,34,34,18300,18300,18865,18865,18458,18457,18539,18522,574.0,81,65,81.0,65,,,-16.0,16.0,24.615384615384617
VP_001,tsst,Math,35,35,35,18865,18865,19444,19444,19032,19028,19051,19093,582.0,19,65,19.0,65,,,46.0,46.0,70.76923076923077
VP_001,tsst,Math,36,36,36,19444,19444,20009,20009,19614,19621,19644,19677,555.0,30,56,30.0,56,,,26.0,26.0,46.42857142857143
VP_001,tsst,Math,37,37,37,20009,20009,20559,20559,20169,20168,20202,20237,547.0,33,69,33.0,69,,,36.0,36.0,52.17391304347826
VP_001,tsst,Math,38,38,38,20559,20559,21103,21103,20716,20713,20759,20803,543.0,43,90,43.0,90,,,47.0,47.0,52.22222222222223
VP_001,tsst,Math,39,39,39,21103,21103,21648,21648,21259,21257,21300,21328,546.0,41,71,41.0,71,,,30.0,30.0,42.25352112676056
VP_001,tsst,Math,40,40,40,21648,21648,22196,22196,21805,21803,21864,21876,550.0,59,73,59.0,73,,,14.0,14.0,19.17808219178082
VP_001,tsst,Math,41,41,41,22196,22196,22756,22756,22355,22358,22384,22408,565.0,29,50,29.0,50,,,21.0,21.0,42.0
VP_001,tsst,Math,42,42,42,22756,22756,23326,23326,22920,22920,22996,22980,572.0,76,60,76.0,60,,,-16.0,16.0,26.666666666666668
VP_001,tsst,Math,43,43,43,23326,23326,23895,23895,23492,23491,23511,23550,568.0,19,59,19.0,59,,,40.0,40.0,67.79661016949152
VP_001,tsst,Math,44,44,44,23895,23895,24450,24450,24060,24062,24075,24126,547.0,15,64,15.0,64,,,49.0,49.0,76.5625
VP_001,tsst,Math,45,45,45,24450,24450,24984,24984,24607,24605,24645,24673,528.0,38,68,38.0,68,,,30.0,30.0,44.11764705882353
VP_001,tsst,Math,46,46,46,24984,24984,25508,25508,25135,25132,25167,25202,521.0,32,70,32.0,70,,,38.0,38.0,54.285714285714285
VP_001,tsst,Math,47,47,47,25508,25508,26027,26027,25656,25653,25681,25720,518.0,25,67,25.0,67,,,42.0,42.0,62.68656716417911
VP_001,tsst,Math,48,48,48,26027,26027,26546,26546,26174,26172,26196,26241,520.0,22,69,22.0,69,,,47.0,47.0,68.11594202898551
VP_001,tsst,Math,49,49,49,26546,26546,27069,27069,26694,26693,26718,26762,525.0,24,69,24.0,69,,,45.0,45.0,65.21739130434783
VP_001,tsst,Math,50,50,50,27069,27069,27596,27596,27219,27220,27240,27285,527.0,21,65,21.0,65,,,44.0,44.0,67.6923076923077
VP_001,tsst,Math,51,51,51,27596,27596,28127,28127,27746,27745,27771,27813,534.0,25,68,25.0,68,,,43.0,43.0,63.23529411764706
VP_001,tsst,Math,52,52,52,28127,28127,28655,28655,28280,28279,28303,28347,524.0,23,68,23.0,68,,,45.0,45.0,66.17647058823529
VP_001,tsst,Math,53,53,53,28655,28655,29181,29181,28804,28803,28845,28882,528.0,41,79,41.0,79,,,38.0,38.0,48.10126582278481
VP_001,tsst,Math,54,54,54,29181,29181,29710,29710,29332,29334,29344,29398,529.0,12,64,12.0,64,,,52.0,52.0,81.25
VP_001,tsst,Pause_5,0,0,0,615,609,1211,1211,790,788,835,881,596.0,45,93,45.0,93,,,48.0,48.0,51.61290322580645
VP_001,tsst,Pause_5,1,1,1,1211,1211,1802,1802,1386,1386,1431,1478,588.0,45,92,45.0,92,,,47.0,47.0,51.08695652173913
VP_001,tsst,Pause_5,2,2,2,1802,1802,2409,2409,1974,1976,2018,2036,617.0,44,60,44.0,60,,,16.0,16.0,26.666666666666668
VP_001,tsst,Pause_5,4,4,4,3046,3046,3730,3730,3238,3238,3280,3292,704.0,42,54,42.0,54,,,12.0,12.0,22.22222222222222
VP_001,tsst,Pause_5,5,5,5,3730,3730,4449,4449,3942,3941,3981,4007,727.0,39,66,39.0,66,,,27.0,27.0,40.909090909090914
VP_001,tsst,Pause_5,6,6,6,4449,4449,5165,5165,4669,4669,4708,4730,711.0,39,61,39.0,61,,,22.0,22.0,36.0655737704918
VP_001,tsst,Pause_5,7,7,7,5165,5165,5825,5825,5380,5380,5416,5448,632.0,36,68,36.0,68,,,32.0,32.0,47.05882352941176
VP_001,tsst,Pause_5,8,8,8,5825,5825,6435,6435,6012,6011,6050,6084,598.0,38,73,38.0,73,,,35.0,35.0,47.94520547945205
VP_001,tsst,Pause_5,9,9,9,6435,6435,7030,7030,6610,6609,6636,6686,594.0,26,77,26.0,77,,,51.0,51.0,66.23376623376623
VP_001,tsst,Pause_5,10,10,10,7030,7030,7627,7627,7204,7202,7232,7274,598.0,28,72,28.0,72,,,44.0,44.0,61.111111111111114
VP_001,tsst,Pause_5,11,11,11,7627,7627,8228,8228,7802,7800,7833,7876,603.0,31,76,31.0,76,,,45.0,45.0,59.210526315789465
VP_001,tsst,Pause_5,12,12,12,8228,8228,8850,8850,8405,8404,8441,8472,633.0,36,68,36.0,68,,,32.0,32.0,47.05882352941176
VP_001,tsst,Pause_5,13,13,13,8850,8850,9504,9504,9038,9037,9080,9089,664.0,42,52,42.0,52,,,10.0,10.0,19.230769230769234
VP_001,ftsst,Prep,0,0,0,346,344,907,907,508,504,565,581,561.0,57,77,57.0,77,,,20.0,20.0,25.97402597402597
VP_001,ftsst,Prep,1,1,1,907,907,1465,1465,1069,1067,1080,1165,557.0,11,98,11.0,98,,,87.0,87.0,88.77551020408163
VP_001,ftsst,Prep,2,2,2,1465,1465,2019,2019,1626,1625,1644,1701,553.0,18,76,18.0,76,,,58.0,58.0,76.31578947368422
VP_001,ftsst,Prep,3,3,3,2019,2019,2575,2575,2179,2189,2204,2254,557.0,25,65,25.0,65,,,40.0,40.0,61.53846153846154
