,,,heartbeat_id,heartbeat_id,heartbeat_start_sample,heartbeat_start_sample,heartbeat_end_sample,heartbeat_end_sample,q_wave_onset_sample,q_wave_onset_sample,b_point_sample,b_point_sample,rr_interval_ms,rr_interval_ms,pep_sample,pep_sample,pep_ms,pep_ms,nan_reason,nan_reason,error_per_sample_ms,absolute_error_per_sample_ms,absolute_relative_error_per_sample_percent
GDN0005,Pause,15,15,15,6954,6954,7416,7416,7101,7100,7145,7145,912.0,912.0,44,45,88.0,90.0,,,2.0,2.0,2.2222222222222223
GDN0005,Pause,16,16,16,7416,7416,7852,7852,7557,7556,7609,7609,850.0,850.0,52,53,104.0,106.0,,,2.0,2.0,1.8867924528301887
GDN0005,Pause,17,17,17,7852,7852,8262,8262,7982,7981,8040,8040,804.0,804.0,58,59,116.0,118.0,,,2.0,2.0,1.694915254237288
GDN0005,Pause,18,18,18,8262,8262,8657,8657,8384,8383,8447,8447,782.0,782.0,63,64,126.0,128.0,,,2.0,2.0,1.5625
GDN0005,Pause,19,19,19,8657,8657,9047,9047,8775,8774,8828,8828,778.0,778.0,53,54,106.0,108.0,,,2.0,2.0,1.8518518518518516
GDN0005,Pause,20,20,20,9047,9047,9445,9445,9164,9163,9201,9201,806.0,806.0,37,38,74.0,76.0,,,2.0,2.0,2.631578947368421
GDN0005,Pause,21,21,21,9445,9445,9854,9854,9567,9566,9643,9643,824.0,824.0,76,77,152.0,154.0,,,2.0,2.0,1.2987012987012987
GDN0005,Pause,22,22,22,9854,9854,10259,10259,9979,9979,10057,10057,804.0,804.0,78,78,156.0,156.0,,,0.0,0.0,0.0
GDN0005,Pause,23,23,23,10259,10259,10683,10683,10381,10380,10459,10459,872.0,872.0,78,79,156.0,158.0,,,2.0,2.0,1.2658227848101267
GDN0005,Pause,24,24,24,10683,10683,11132,11132,10817,10816,10880,10880,912.0,912.0,63,64,126.0,128.0,,,2.0,2.0,1.5625
GDN0005,Pause,25,25,25,11132,11132,11590,11590,11273,11272,11339,11339,916.0,916.0,66,67,132.0,134.0,,,2.0,2.0,1.4925373134328357
GDN0005,Pause,26,26,26,11590,11590,12042,12042,11731,11730,11797,11797,900.0,900.0,66,67,132.0,134.0,,,2.0,2.0,1.4925373134328357
GDN0005,Pause,27,27,27,12042,12042,12515,12515,12181,12180,12249,12249,968.0,968.0,68,69,136.0,138.0,,,2.0,2.0,1.4492753623188406
GDN0005,Pause,28,28,28,12515,12515,13015,13015,12665,12665,12737,12737,1018.0,1018.0,72,72,144.0,144.0,,,0.0,0.0,0.0
GDN0005,Pause,29,29,29,13015,13015,13517,13517,13174,13173,13241,13241,996.0,996.0,67,68,134.0,136.0,,,2.0,2.0,1.4705882352941175
GDN0005,Pause,30,30,30,13517,13517,14013,14013,13672,13671,13728,13728,990.0,990.0,56,57,112.0,114.0,,,2.0,2.0,1.7543859649122806
GDN0005,Pause,31,31,31,14013,14013,14501,14501,14167,14166,14235,14235,968.0,968.0,68,69,136.0,138.0,,,2.0,2.0,1.4492753623188406
GDN0005,Pause,32,32,32,14501,14501,14981,14981,14651,14651,14725,14725,958.0,958.0,74,74,148.0,148.0,,,0.0,0.0,0.0
GDN0005,Pause,33,33,33,14981,14981,15460,15460,15130,15129,15187,15187,956.0,956.0,57,58,114.0,116.0,,,2.0,2.0,1.7241379310344827
GDN0005,Pause,34,34,34,15460,15460,15925,15925,15608,15607,15666,15666,916.0,916.0,58,59,116.0,118.0,,,2.0,2.0,1.694915254237288
GDN0005,Pause,35,35,35,15925,15925,16379,16379,16066,16066,16121,16121,906.0,906.0,55,55,110.0,110.0,,,0.0,0.0,0.0
GDN0005,Pause,36,36,36,16379,16379,16836,16836,16519,16518,16577,16577,916.0,916.0,58,59,116.0,118.0,,,2.0,2.0,1.694915254237288
GDN0005,Pause,37,37,37,16836,16836,17310,17310,16977,16977,17051,17051,966.0,966.0,74,74,148.0,148.0,,,0.0,0.0,0.0
GDN0005,Pause,38,38,38,17310,17310,17802,17802,17460,17459,17534,17534,994.0,994.0,74,75,148.0,150.0,,,2.0,2.0,1.3333333333333335
GDN0005,Pause,39,39,39,17802,17802,18294,18294,17957,17956,18011,18011,980.0,980.0,54,55,108.0,110.0,,,2.0,2.0,1.8181818181818181
GDN0005,Pause,40,40,40,18294,18294,18788,18788,18447,18446,18522,18522,992.0,992.0,75,76,150.0,152.0,,,2.0,2.0,1.3157894736842104
GDN0005,Pause,41,41,41,18788,18788,19282,19282,18943,18942,19007,19007,986.0,986.0,64,65,128.0,130.0,,,2.0,2.0,1.5384615384615385
GDN0005,Pause,42,42,42,19282,19282,19774,19774,19436,19435,19511,19511,980.0,980.0,75,76,150.0,152.0,,,2.0,2.0,1.3157894736842104
GDN0005,Pause,44,44,44,20256,20256,20722,20722,20404,20403,20471,20471,920.0,920.0,67,68,134.0,136.0,,,2.0,2.0,1.4705882352941175
GDN0005,Pause,45,45,45,20722,20722,21174,21174,20864,20863,20929,20929,894.0,894.0,65,66,130.0,132.0,,,2.0,2.0,1.5151515151515151
GDN0005,Pause,46,46,46,21174,21174,21621,21621,21311,21310,21379,21379,896.0,896.0,68,69,136.0,138.0,,,2.0,2.0,1.4492753623188406
GDN0005,Pause,47,47,47,21621,21621,22096,22096,21759,21759,21830,21830,980.0,980.0,71,71,142.0,142.0,,,0.0,0.0,0.0
GDN0005,Pause,48,48,48,22096,22096,22600,22600,22249,22249,22323,22323,1022.0,1022.0,74,74,148.0,148.0,,,0.0,0.0,0.0
GDN0005,Pause,49,49,49,22600,22600,23107,23107,22760,22759,22816,22816,1010.0,1010.0,56,57,112.0,114.0,,,2.0,2.0,1.7543859649122806
GDN0005,Pause,50,50,50,23107,23107,23606,23606,23265,23264,23308,23308,990.0,990.0,43,44,86.0,88.0,,,2.0,2.0,2.272727272727273
GDN0005,Pause,51,51,51,23606,23606,24100,24100,23760,23760,23828,23828,988.0,988.0,68,68,136.0,136.0,,,0.0,0.0,0.0
GDN0005,Pause,52,52,52,24100,24100,24577,24577,24254,24253,24311,24311,936.0,936.0,57,58,114.0,116.0,,,2.0,2.0,1.7241379310344827
GDN0005,Pause,53,53,53,24577,24577,25024,25024,24722,24721,24793,24793,872.0,872.0,71,72,142.0,144.0,,,2.0,2.0,1.3888888888888888
GDN0005,Pause,54,54,54,25024,25024,25455,25455,25158,25158,25225,25225,854.0,854.0,67,67,134.0,134.0,,,0.0,0.0,0.0
GDN0005,Pause,55,55,55,25455,25455,25880,25880,25585,25584,25653,25653,848.0,848.0,68,69,136.0,138.0,,,2.0,2.0,1.4492753623188406
GDN0005,Pause,56,56,56,25880,25880,26338,26338,26009,26008,26077,26077,954.0,954.0,68,69,136.0,138.0,,,2.0,2.0,1.4492753623188406
GDN0005,Pause,57,57,57,26338,26338,26827,26827,26486,26485,26550,26550,992.0,992.0,64,65,128.0,130.0,,,2.0,2.0,1.5384615384615385
GDN0005,Pause,58,58,58,26827,26827,27289,27289,26982,26981,27053,27053,886.0,886.0,71,72,142.0,144.0,,,2.0,2.0,1.3888888888888888
GDN0005,Pause,59,59,59,27289,27289,27731,27731,27425,27424,27488,27488,884.0,884.0,63,64,126.0,128.0,,,2.0,2.0,1.5625
GDN0005,Pause,60,60,60,27731,27731,28188,28188,27867,27866,27946,27946,930.0,930.0,79,80,158.0,160.0,,,2.0,2.0,1.25
GDN0005,Pause,61,61,61,28188,28188,28672,28672,28332,28331,28395,28395,988.0,988.0,63,64,126.0,128.0,,,2.0,2.0,1.5625
GDN0005,Pause,62,62,62,28672,28672,29172,29172,28826,28825,28905,28905,1006.0,1006.0,79,80,158.0,160.0,,,2.0,2.0,1.25
GDN0005,Pause,63,63,63,29172,29172,29656,29656,29329,29329,29389,29389,948.0,948.0,60,60,120.0,120.0,,,0.0,0.0,0.0
GDN0005,Valsalva,0,0,0,403,403,859,859,544,543,619,619,912.0,912.0,75,76,150.0,152.0,,,2.0,2.0,1.3157894736842104
GDN0005,Valsalva,1,1,1,859,859,1310,1310,1000,999,1075,1075,896.0,896.0,75,76,150.0,152.0,,,2.0,2.0,1.3157894736842104
GDN0005,Valsalva,2,2,2,1310,1310,1770,1770,1448,1448,1518,1518,932.0,932.0,70,70,140.0,140.0,,,0.0,0.0,0.0
GDN0005,Valsalva,3,3,3,1770,1770,2256,2256,1914,1913,1981,1981,994.0,994.0,67,68,134.0,136.0,,,2.0,2.0,1.4705882352941175
GDN0005,Valsalva,4,4,4,2256,2256,2754,2754,2411,2410,2491,2491,998.0,998.0,80,81,160.0,162.0,,,2.0,2.0,1.2345679012345678
GDN0005,Valsalva,5,5,5,2754,2754,3244,3244,2910,2909,2987,2987,970.0,970.0,77,78,154.0,156.0,,,2.0,2.0,1.282051282051282
GDN0005,Valsalva,6,6,6,3244,3244,3722,3722,3395,3394,3465,3465,948.0,948.0,70,71,140.0,142.0,,,2.0,2.0,1.4084507042253522
GDN0005,Valsalva,7,7,7,3722,3722,4174,4174,3869,3868,3942,3942,880.0,880.0,73,74,146.0,148.0,,,2.0,2.0,1.3513513513513513
GDN0005,Valsalva,8,8,8,4174,4174,4606,4606,4309,4309,4377,4377,854.0,854.0,68,68,136.0,136.0,,,0.0,0.0,0.0
GDN0005,Valsalva,9,9,9,4606,4606,5036,5036,4736,4736,4810,4810,864.0,864.0,74,74,148.0,148.0,,,0.0,0.0,0.0
GDN0005,Valsalva,10,10,10,5036,5036,5495,5495,5168,5168,5247,5247,948.0,948.0,79,79,158.0,158.0,,,0.0,0.0,0.0
GDN0005,Valsalva,11,11,11,5495,5495,5980,5980,5642,5641,5721,5721,980.0,980.0,79,80,158.0,160.0,,,2.0,2.0,1.25
GDN0005,Valsalva,12,12,12,5980,5980,6479,6479,6132,6131,6215,6215,1008.0,1008.0,83,84,166.0,168.0,,,2.0,2.0,1.1904761904761905
GDN0005,Valsalva,13,13,13,6479,6479,6977,6977,6636,6635,6709,6709,992.0,992.0,73,74,146.0,148.0,,,2.0,2.0,1.3513513513513513
GDN0005,Valsalva,14,14,14,6977,6977,7456,7456,7132,7132,7200,7200,938.0,938.0,68,68,136.0,136.0,,,0.0,0.0,0.0
GDN0005,Valsalva,15,15,15,7456,7456,7921,7921,7601,7600,7671,7671,926.0,926.0,70,71,140.0,142.0,,,2.0,2.0,1.4084507042253522
GDN0005,Valsalva,16,16,16,7921,7921,8402,8402,8064,8063,8140,8140,980.0,980.0,76,77,152.0,154.0,,,2.0,2.0,1.2987012987012987
GDN0005,Valsalva,17,17,17,8402,8402,8893,8893,8554,8553,8629,8629,984.0,984.0,75,76,150.0,152.0,,,2.0,2.0,1.3157894736842104
GDN0005,Valsalva,18,18,18,8893,8893,9378,9378,9046,9046,9121,9121,962.0,962.0,75,75,150.0,150.0,,,0.0,0.0,0.0
GDN0005,Valsalva,19,19,19,9378,9378,9838,9838,9527,9526,9606,9606,900.0,900.0,79,80,158.0,160.0,,,2.0,2.0,1.25
GDN0005,Valsalva,20,20,20,9838,9838,10275,10275,9977,9976,10038,10038,858.0,858.0,61,62,122.0,124.0,,,2.0,2.0,1.6129032258064515
GDN0005,Valsalva,21,21,21,10275,10275,10707,10707,10406,10406,10472,10472,868.0,868.0,66,66,132.0,132.0,,,0.0,0.0,0.0
GDN0005,Valsalva,22,22,22,10707,10707,11163,11163,10840,10839,10897,10897,936.0,936.0,57,58,114.0,116.0,,,2.0,2.0,1.7241379310344827
GDN0005,Valsalva,23,23,23,11163,11163,11648,11648,11308,11308,11376,11376,988.0,988.0,68,68,136.0,136.0,,,0.0,0.0,0.0
GDN0005,Valsalva,24,24,24,11648,11648,12153,12153,11802,11801,11879,11879,1022.0,1022.0,77,78,154.0,156.0,,,2.0,2.0,1.282051282051282
GDN0005,Valsalva,25,25,25,12153,12153,12658,12658,12313,12312,12386,12386,1002.0,1002.0,73,74,146.0,148.0,,,2.0,2.0,1.3513513513513513
GDN0005,Valsalva,26,26,26,12658,12658,13146,13146,12814,12813,12881,12881,964.0,964.0,67,68,134.0,136.0,,,2.0,2.0,1.4705882352941175
GDN0005,Valsalva,27,27,27,13146,13146,13609,13609,13296,13295,13353,13353,906.0,906.0,57,58,114.0,116.0,,,2.0,2.0,1.7241379310344827
GDN0005,Valsalva,28,28,28,13609,13609,14066,14066,13749,13749,13810,13810,918.0,918.0,61,61,122.0,122.0,,,0.0,0.0,0.0
GDN0005,Valsalva,29,29,29,14066,14066,14518,14518,14208,14207,14276,14276,894.0,894.0,68,69,136.0,138.0,,,2.0,2.0,1.4492753623188406
GDN0005,Valsalva,30,30,30,14518,14518,14942,14942,14655,14654,14735,14735,824.0,824.0,80,81,160.0,162.0,,,2.0,2.0,1.2345679012345678
GDN0005,Valsalva,31,31,31,14942,14942,15354,15354,15067,15066,15149,15149,826.0,826.0,82,83,164.0,166.0,,,2.0,2.0,1.2048192771084338
GDN0005,Valsalva,32,32,32,15354,15354,15776,15776,15480,15479,15566,15566,852.0,852.0,86,87,172.0,174.0,,,2.0,2.0,1.1494252873563218
GDN0005,Valsalva,33,33,33,15776,15776,16204,16204,15906,15905,15975,15975,858.0,858.0,69,70,138.0,140.0,,,2.0,2.0,1.4285714285714286
GDN0005,Valsalva,34,34,34,16204,16204,16648,16648,16335,16334,16394,16394,906.0,906.0,59,60,118.0,120.0,,,2.0,2.0,1.6666666666666667
GDN0005,Valsalva,35,35,35,16648,16648,17135,17135,16788,16787,16856,16856,1008.0,1008.0,68,69,136.0,138.0,,,2.0,2.0,1.4492753623188406
GDN0005,Valsalva,36,36,36,17135,17135,17633,17633,17292,17291,17368,17368,990.0,990.0,76,77,152.0,154.0,,,2.0,2.0,1.2987012987012987
GDN0005,Valsalva,37,37,37,17633,17633,18112,18112,17787,17787,17867,17867,942.0,942.0,80,80,160.0,160.0,,,0.0,0.0,0.0
GDN0005,Valsalva,38,38,38,18112,18112,18570,18570,18258,18257,18323,18323,900.0,900.0,65,66,130.0,132.0,,,2.0,2.0,1.5151515151515151
GDN0005,Valsalva,39,39,39,18570,18570,19022,19022,18708,18707,18781,18781,908.0,908.0,73,74,146.0,148.0,,,2.0,2.0,1.3513513513513513
GDN0005,Valsalva,40,40,40,19022,19022,19483,19483,19162,19161,19224,19224,930.0,930.0,62,63,124.0,126.0,,,2.0,2.0,1.5873015873015872
GDN0005,Valsalva,41,41,41,19483,19483,19945,19945,19627,19626,19697,19697,920.0,920.0,70,71,140.0,142.0,,,2.0,2.0,1.4084507042253522
GDN0005,Valsalva,42,42,42,19945,19945,20408,20408,20087,20086,20171,20171,930.0,930.0,84,85,168.0,170.0,,,2.0,2.0,1.1764705882352942
GDN0005,Valsalva,43,43,43,20408,20408,20856,20856,20552,20551,20629,20629,876.0,876.0,77,78,154.0,156.0,,,2.0,2.0,1.282051282051282
GDN0005,Valsalva,44,44,44,20856,20856,21292,21292,20990,20990,21053,21053,872.0,872.0,63,63,126.0,126.0,,,0.0,0.0,0.0
GDN0005,Valsalva,45,45,45,21292,21292,21754,21754,21426,21426,21492,21492,952.0,952.0,66,66,132.0,132.0,,,0.0,0.0,0.0
GDN0005,Valsalva,46,46,46,21754,21754,22254,22254,21902,21901,21970,21970,1024.0,1024.0,68,69,136.0,138.0,,,2.0,2.0,1.4492753623188406
GDN0005,Valsalva,47,47,47,22254,22254,22768,22768,22414,22413,22482,22482,1030.0,1030.0,68,69,136.0,138.0,,,2.0,2.0,1.4492753623188406
GDN0005,Valsalva,48,48,48,22768,22768,23272,23272,22929,22927,22995,22995,996.0,996.0,66,68,132.0,136.0,,,4.0,4.0,2.941176470588235
GDN0005,Valsalva,49,49,49,23272,23272,23750,23750,23427,23426,23486,23486,936.0,936.0,59,60,118.0,120.0,,,2.0,2.0,1.6666666666666667
GDN0005,Valsalva,50,50,50,23750,23750,24232,24232,23895,23894,23965,23965,980.0,980.0,70,71,140.0,142.0,,,2.0,2.0,1.4084507042253522
GDN0005,Valsalva,51,51,51,24232,24232,24736,24736,24385,24384,24455,24455,1022.0,1022.0,70,71,140.0,142.0,,,2.0,2.0,1.4084507042253522
GDN0005,Valsalva,52,52,52,24736,24736,25250,25250,24896,24895,24970,24970,1032.0,1032.0,74,75,148.0,150.0,,,2.0,2.0,1.3333333333333335
GDN0005,Valsalva,53,53,53,25250,25250,25751,25751,25412,25411,25471,25471,986.0,986.0,59,60,118.0,120.0,,,2.0,2.0,1.6666666666666667
GDN0005,Valsalva,54,54,54,25751,25751,26226,26226,25905,25905,25971,25971,928.0,928.0,66,66,132.0,132.0,,,0.0,0.0,0.0
GDN0005,Valsalva,55,55,55,26226,26226,26702,26702,26369,26368,26441,26441,966.0,966.0,72,73,144.0,146.0,,,2.0,2.0,1.36986301369863
GDN0005,Valsalva,56,56,56,26702,26702,27202,27202,26852,26851,26916,26916,1018.0,1018.0,64,65,128.0,130.0,,,2.0,2.0,1.5384615384615385
GDN0005,Valsalva,57,57,57,27202,27202,27708,27708,27361,27360,27441,27441,1008.0,1008.0,80,81,160.0,162.0,,,2.0,2.0,1.2345679012345678
GDN0005,Valsalva,58,58,58,27708,27708,28179,28179,27865,27864,27932,27932,908.0,908.0,67,68,134.0,136.0,,,2.0,2.0,1.4705882352941175
GDN0005,Valsalva,59,59,59,28179,28179,28623,28623,28319,28318,28397,28397,876.0,876.0,78,79,156.0,158.0,,,2.0,2.0,1.2658227848101267
GDN0005,Valsalva,60,60,60,28623,28623,29064,29064,28757,28756,28833,28833,886.0,886.0,76,77,152.0,154.0,,,2.0,2.0,1.2987012987012987
GDN0005,Valsalva,61,61,61,29064,29064,29500,29500,29200,29199,29282,29282,866.0,866.0,82,83,164.0,166.0,,,2.0,2.0,1.2048192771084338
GDN0005,Valsalva,62,62,62,29500,29500,29933,29933,29633,29633,29692,29692,,,59,59,118.0,118.0,,,0.0,0.0,0.0
GDN0005,HoldingBreath,0,0,0,346,346,771,771,476,476,540,540,850.0,850.0,64,64,128.0,128.0,,,0.0,0.0,0.0
GDN0005,HoldingBreath,1,1,1,771,771,1173,1173,901,901,973,973,778.0,778.0,72,72,144.0,144.0,,,0.0,0.0,0.0
GDN0005,HoldingBreath,3,3,3,1553,1553,1926,1926,1665,1664,1741,1741,746.0,746.0,76,77,152.0,154.0,,,2.0,2.0,1.2987012987012987
GDN0005,HoldingBreath,4,4,4,1926,1926,2306,2306,2038,2036,2121,2121,766.0,766.0,83,85,166.0,170.0,,,4.0,4.0,2.3529411764705883
GDN0005,HoldingBreath,5,5,5,2306,2306,2697,2697,2421,2420,2499,2499,790.0,790.0,78,79,156.0,158.0,,,2.0,2.0,1.2658227848101267
GDN0005,HoldingBreath,6,6,6,2697,2697,3085,3085,2816,2815,2892,2892,768.0,768.0,76,77,152.0,154.0,,,2.0,2.0,1.2987012987012987
GDN0005,HoldingBreath,7,7,7,3085,3085,3487,3487,3200,3198,3279,3279,826.0,826.0,79,81,158.0,162.0,,,4.0,4.0,2.4691358024691357
GDN0005,HoldingBreath,9,9,9,3909,3909,4332,4332,4039,4038,4117,4117,844.0,844.0,78,79,156.0,158.0,,,2.0,2.0,1.2658227848101267
GDN0005,HoldingBreath,10,10,10,4332,4332,4741,4741,4461,4460,4521,4521,802.0,802.0,60,61,120.0,122.0,,,2.0,2.0,1.639344262295082
GDN0005,HoldingBreath,11,11,11,4741,4741,5131,5131,4862,4862,4920,4920,770.0,770.0,58,58,116.0,116.0,,,0.0,0.0,0.0
GDN0005,HoldingBreath,12,12,12,5131,5131,5516,5516,5247,5247,5307,5307,770.0,770.0,60,60,120.0,120.0,,,0.0,0.0,0.0
GDN0005,HoldingBreath,13,13,13,5516,5516,5913,5913,5632,5632,5703,5703,806.0,806.0,71,71,142.0,142.0,,,0.0,0.0,0.0
GDN0005,HoldingBreath,15,15,15,6342,6342,6814,6814,6478,6478,6538,6538,974.0,974.0,60,60,120.0,120.0,,,0.0,0.0,0.0
GDN0005,HoldingBreath,16,16,16,6814,6814,7308,7308,6965,6964,7035,7035,996.0,996.0,70,71,140.0,142.0,,,2.0,2.0,1.4084507042253522
GDN0005,HoldingBreath,17,17,17,7308,7308,7799,7799,7463,7462,7528,7528,974.0,974.0,65,66,130.0,132.0,,,2.0,2.0,1.5151515151515151
GDN0005,HoldingBreath,18,18,18,7799,7799,8261,8261,7950,7949,8004,8004,898.0,898.0,54,55,108.0,110.0,,,2.0,2.0,1.8181818181818181
GDN0005,HoldingBreath,19,19,19,8261,8261,8692,8692,8399,8398,8472,8472,844.0,844.0,73,74,146.0,148.0,,,2.0,2.0,1.3513513513513513
GDN0005,HoldingBreath,20,20,20,8692,8692,9119,9119,8821,8820,8894,8894,858.0,858.0,73,74,146.0,148.0,,,2.0,2.0,1.3513513513513513
GDN0005,HoldingBreath,21,21,21,9119,9119,9542,9542,9250,9249,9305,9305,840.0,840.0,55,56,110.0,112.0,,,2.0,2.0,1.7857142857142856
GDN0005,HoldingBreath,22,22,22,9542,9542,9955,9955,9670,9669,9739,9739,818.0,818.0,69,70,138.0,140.0,,,2.0,2.0,1.4285714285714286
GDN0005,HoldingBreath,23,23,23,9955,9955,10372,10372,10079,10079,10143,10143,844.0,844.0,64,64,128.0,128.0,,,0.0,0.0,0.0
GDN0005,HoldingBreath,24,24,24,10372,10372,10800,10800,10501,10499,10577,10577,862.0,862.0,76,78,152.0,156.0,,,4.0,4.0,2.564102564102564
GDN0005,HoldingBreath,25,25,25,10800,10800,11243,11243,10932,10931,11009,11009,898.0,898.0,77,78,154.0,156.0,,,2.0,2.0,1.282051282051282
GDN0005,HoldingBreath,26,26,26,11243,11243,11695,11695,11381,11380,11439,11439,908.0,908.0,58,59,116.0,118.0,,,2.0,2.0,1.694915254237288
GDN0005,HoldingBreath,27,27,27,11695,11695,12141,12141,11835,11834,11901,11901,882.0,882.0,66,67,132.0,134.0,,,2.0,2.0,1.4925373134328357
GDN0005,HoldingBreath,28,28,28,12141,12141,12567,12567,12276,12276,12336,12336,838.0,838.0,60,60,120.0,120.0,,,0.0,0.0,0.0
GDN0005,HoldingBreath,29,29,29,12567,12567,12980,12980,12695,12695,12762,12762,818.0,818.0,67,67,134.0,134.0,,,0.0,0.0,0.0
GDN0005,HoldingBreath,30,30,30,12980,12980,13397,13397,13104,13103,13164,13164,842.0,842.0,60,61,120.0,122.0,,,2.0,2.0,1.639344262295082
GDN0005,HoldingBreath,31,31,31,13397,13397,13815,13815,13525,13524,13589,13589,834.0,834.0,64,65,128.0,130.0,,,2.0,2.0,1.5384615384615385
GDN0005,HoldingBreath,32,32,32,13815,13815,14237,14237,13942,13941,13988,13988,848.0,848.0,46,47,92.0,94.0,,,2.0,2.0,2.127659574468085
GDN0005,HoldingBreath,33,33,33,14237,14237,14666,14666,14366,14365,14427,14427,864.0,864.0,61,62,122.0,124.0,,,2.0,2.0,1.6129032258064515
GDN0005,HoldingBreath,34,34,34,14666,14666,15079,15079,14798,14797,14854,14854,806.0,806.0,56,57,112.0,114.0,,,2.0,2.0,1.7543859649122806
GDN0005,HoldingBreath,35,35,35,15079,15079,15472,15472,15201,15200,15257,15257,776.0,776.0,56,57,112.0,114.0,,,2.0,2.0,1.7543859649122806
GDN0005,HoldingBreath,36,36,36,15472,15472,15858,15858,15589,15589,15650,15650,768.0,768.0,61,61,122.0,122.0,,,0.0,0.0,0.0
GDN0005,HoldingBreath,37,37,37,15858,15858,16244,16244,15973,15973,16038,16038,776.0,776.0,65,65,130.0,130.0,,,0.0,0.0,0.0
GDN0005,HoldingBreath,38,38,38,16244,16244,16642,16642,16361,16360,16426,16426,806.0,806.0,65,66,130.0,132.0,,,2.0,2.0,1.5151515151515151
GDN0005,HoldingBreath,39,39,39,16642,16642,17063,17063,16764,16764,16827,16827,862.0,862.0,63,63,126.0,126.0,,,0.0,0.0,0.0
GDN0005,HoldingBreath,40,40,40,17063,17063,17506,17506,17195,17194,17252,17252,900.0,900.0,57,58,114.0,116.0,,,2.0,2.0,1.7241379310344827
GDN0005,HoldingBreath,41,41,41,17506,17506,17962,17962,17645,17645,17713,17713,918.0,918.0,68,68,136.0,136.0,,,0.0,0.0,0.0
GDN0005,HoldingBreath,42,42,42,17962,17962,18422,18422,18104,18103,18174,18174,920.0,920.0,70,71,140.0,142.0,,,2.0,2.0,1.4084507042253522
GDN0005,HoldingBreath,43,43,43,18422,18422,18887,18887,18564,18564,18628,18628,934.0,934.0,64,64,128.0,128.0,,,0.0,0.0,0.0
GDN0005,HoldingBreath,44,44,44,18887,18887,19359,19359,19031,19031,19096,19096,950.0,950.0,65,65,130.0,130.0,,,0.0,0.0,0.0
GDN0005,HoldingBreath,45,45,45,19359,19359,19836,19836,19506,19506,19571,19571,958.0,958.0,65,65,130.0,130.0,,,0.0,0.0,0.0
GDN0005,HoldingBreath,46,46,46,19836,19836,20316,20316,19985,19984,20057,20057,960.0,960.0,72,73,144.0,146.0,,,2.0,2.0,1.36986301369863
GDN0005,HoldingBreath,47,47,47,20316,20316,20795,20795,20465,20464,20536,20536,958.0,958.0,71,72,142.0,144.0,,,2.0,2.0,1.3888888888888888
